STORENAME,WHICHCVS,ADDRESS,시도,구군
탄현황룡점,GS25,"경기 고양시 일산서구 탄현로74, 상가 109 110호 (탄현동 1473)",경기도,고양시
탑동늘푸른점,GS25,경기 수원시 권선구 서둔로239번길23 (탑동 25-43),경기도,수원시
탑동새롬점,GS25,경기 수원시 권선구 서둔로253(탑동 22-1),경기도,수원시
탑동중앙점,GS25,"경기 수원시 권선구 탑동로39번길1, 1층 (탑동 783-15)",경기도,수원시
탑동하탑로점,GS25,"경기 수원시 권선구 하탑로54, 101호 (탑동 885-3, 죽전빌딩)",경기도,수원시
탑석자이점,GS25,경기 의정부시 용민로16 (용현동 264-12),경기도,의정부시
태광CC점,GS25,"경기 용인시 기흥구 흥덕4로77, 태광컨트리클럽 (영덕동 258-2)",경기도,용인시
태안남산점,GS25,경기 화성시 안녕남로9(안녕동 176-214),경기도,화성시
태전경남점,GS25,경기 광주시 태봉로13번길35 (장지동 692-63),경기도,광주시
태전빌리지점,GS25,"경기 광주시 태봉로42번길30-12, , 라데팡스 102동 B동 101호 (태전동 244-79)",경기도,광주시
태전에듀점,GS25,"경기 광주시 태전동로21, 1층 GS25 태전에듀점 (태전동 162-8)",경기도,광주시
태전우림점,GS25,경기 광주시 태봉로72 (태전동 692),경기도,광주시
태전중앙점,GS25,"경기 광주시 태전동로56, 힐스테이트 단지내상가 B102호 (태전동 98-6)",경기도,광주시
태전타운점,GS25,"경기 광주시 태성로109, 힐스테이트 7블럭 상가 101호,102호 (태전동 702)",경기도,광주시
태전파크자이점,GS25,"경기 광주시 벼루개길42번길34, 106호 (태전동 산13-49)",경기도,광주시
태전효성점,GS25,"경기 광주시 고불로73-77, 1층 (태전동 261-13)",경기도,광주시
태평2동점,GS25,"경기 성남시 수정구 태평로100번길14, 1층 (태평동 1410)",경기도,성남시
태평고개점,GS25,경기 성남시 수정구 성남대로1275-1 (태평1동 6795),경기도,성남시
태평빌리지점,GS25,"경기 여주시 가남읍 태평2길67, 1동 1층 (태평리 773-1)",경기도,여주시
태평수정점,GS25,경기 성남시 수정구 수정로87번길19(태평1동 6157-1),경기도,성남시
태평오거리점,GS25,"경기 성남시 수정구 남문로69번길5-6, 1층 (태평2동 3154)",경기도,성남시
태평프리미엄점,GS25,경기 성남시 수정구 수정로217번길12 (태평동 7327-1),경기도,성남시
테라스타워점,GS25,"경기 화성시 향남읍 발안공단로86, A동 101호 (구문천리 925-8)",경기도,화성시
토당금강점,GS25,"경기 고양시 덕양구 토당로168번길18, 1층 일부 (토당동 836-2)",경기도,고양시
토당럭키점,GS25,"경기 고양시 덕양구 토당로12번길40, 경기 고양시 덕양구 토당동 866 (토당동 866)",경기도,고양시
토당행복점,GS25,"경기 고양시 덕양구 토당로93, 1층 101,102호 (토당동 298, 한라비발디아파트 상가동)",경기도,고양시
토평삼성점,GS25,"경기 구리시 장자대로111번길12, 107호(토평동 960, 삼성아파트)",경기도,구리시
통복타운점,GS25,경기 평택시 원평로104 (통복동 149-3),경기도,평택시
통일동산점,GS25,"경기 파주시 탄현면 평화로755, 104호 (법흥리 1676-12, 1004편의점)",경기도,파주시
통일로대자점,GS25,"경기 고양시 덕양구 통일로560, 1층 (대자동 353-3)",경기도,고양시
통일마을점,GS25,"경기 파주시 탄현면 사슴벌레로27, 102,103,104호 (법흥리 1723-1)",경기도,파주시
통진귀전점,GS25,경기 김포시 통진읍 월하로523-1 (귀전리 590-5),경기도,김포시
통진대성점,GS25,경기 김포시 통진읍 하성로58 (수참리 407),경기도,김포시
통진드림점,GS25,"경기 김포시 통진읍 율마로384번길18, 102호 (마송리 540-1)",경기도,김포시
통진사랑점,GS25,경기 김포시 통진읍 월하로567 (귀전리 653-2),경기도,김포시
통진서암점,GS25,경기 김포시 통진읍 담터로116 (서암리 733-22),경기도,김포시
통진신일점,GS25,"경기 김포시 통진읍 김포대로1991, 백석마을제상가동 제1층101호,102호 (도사리 972)",경기도,김포시
통진타운점,GS25,경기 김포시 통진읍 율마로438번길18-5 (마송리 581-1),경기도,김포시
통진행복점,GS25,"경기 김포시 통진읍 율마로450번길51, 1층 일부호 (마송리 570)",경기도,김포시
통진행운점,GS25,경기 김포시 통진읍 가현로85번길10 (가현리 681-4),경기도,김포시
퇴계원신도점,GS25,"경기 남양주시 퇴계원면 도제원로86, 상가 103호(퇴계원리 70-3, 신도아파트)",경기도,남양주시
퇴계원점,GS25,"경기 남양주시 퇴계원면 퇴계원로60, 1층(퇴계원리 266-3)",경기도,남양주시
퇴계원제일점,GS25,"경기 남양주시 퇴계원면 퇴계원로83, 외 3필지(퇴계원리 99-9)",경기도,남양주시
퇴계원주공점,GS25,"경기 남양주시 퇴계원면 도제원로116, 상가동 101호 (퇴계원리 366, 주공퇴계원4단지)",경기도,남양주시
퇴계원현대점,GS25,"경기 남양주시 퇴계원면 경춘북로520번길44-1, 101동 1층 (퇴계원리 182-38, 한림드림빌)",경기도,남양주시
퇴촌광동점,GS25,경기 광주시 퇴촌면 광동로52번길23 (광동리 141-3),경기도,광주시
퇴촌타운점,GS25,"경기 광주시 퇴촌면 산수로1262, A동 101호 (광동리 319-2, 라온빌)",경기도,광주시
트라이엄프점,GS25,"경기 화성시 메타폴리스로47-11, 1층 101호 (반송동 93-7, 트라이엄프동탄)",경기도,화성시
파미어스1점,GS25,"경기 성남시 수정구 창업로18, 파미어스몰 P1. 107-3호 (시흥동 296-3)",경기도,성남시
파미어스2점,GS25,"경기 성남시 수정구 창업로17, 105호 (시흥동 288-2)",경기도,성남시
파빌리온점,GS25,"경기 성남시 분당구 성남대로393, A동 1층 103호(정자동 7, 파빌리온빌딩)",경기도,성남시
파장센터점,GS25,경기 수원시 장안구 파장로34번길3 (파장동 599-15),경기도,수원시
파주TOP점,GS25,"경기 파주시 월롱면 엘씨디로8번길38, 101호 (덕은리 1278-8, 한화빌딩)",경기도,파주시
파주광탄본점,GS25,"경기 파주시 광탄면 어가길111, 1층 (신산리 169)",경기도,파주시
파주광탄점,GS25,경기 파주시 광탄면 혜음로1121-1(신산리 371-24),경기도,파주시
파주규린점,GS25,"경기 파주시 탄현면 소금쟁이길5, 1층 (법흥리 1600-10)",경기도,파주시
파주금곡점,GS25,"경기 파주시 법원읍 술이홀로1338, 1층 (금곡리 305-4)",경기도,파주시
파주금릉점,GS25,"경기 파주시 금빛로22, 1층 105호(금촌2동 989-1, 금촌프라자)",경기도,파주시
파주금승점,GS25,"경기 파주시 탄현면 방촌로1057, 1층 (금승리 602-2)",경기도,파주시
파주금정공원점,GS25,"경기 파주시 문화로39, 세븐데이24 (금촌동 773-5)",경기도,파주시
파주금촌본점,GS25,"경기 파주시 한마음2길41-1, 1층 (금촌동 254-1, 형창빌딩)",경기도,파주시
파주금촌점,GS25,"경기 파주시 금빛로42, 104~105호(금촌2동 987-3)",경기도,파주시
파주능안점,GS25,경기 파주시 조리읍 능안로177 (능안리 76-13),경기도,파주시
파주당동IC점,GS25,경기 파주시 문산읍 율곡로31 (당동리 617-1),경기도,파주시
파주대방점,GS25,"경기 파주시 초롱꽃로130, 초롱꽃마을13단지 A동 상가 104호,105호 (동패동 535-2)",경기도,파주시
파주대원점,GS25,경기 파주시 조리읍 대원로24 (대원리 215-3),경기도,파주시
파주더타운점,GS25,"경기 파주시 하우3길96, 1층 (야당동 45-77)",경기도,파주시
파주덕은점,GS25,"경기 파주시 월롱면 엘지로155, 1층 (덕은리 442)",경기도,파주시
파주도서관점,GS25,"경기 파주시 쇠재로30, 상가 103호 (금촌2동 1019, 서원마을뜨란채)",경기도,파주시
파주동패점,GS25,"경기 파주시 미래로310번길19, 1층 (동패동 26-4)",경기도,파주시
파주로데오점,GS25,"경기 파주시 문화로85, 1층 (금촌동 67-4, Try)",경기도,파주시
파주로열로드점,GS25,경기 파주시 조리읍 등원로224 (오산리 377-23),경기도,파주시
파주로점,GS25,"경기 파주시 파주로531, 1층 (당하동 240-171)",경기도,파주시
파주목동점,GS25,"경기 파주시 와석순환로252번길13, 1층 (목동동 1099-3)",경기도,파주시
파주문발사랑점,GS25,경기 파주시 지목로48 (문발동 278-8),경기도,파주시
파주문발점,GS25,경기 파주시 지목로130 (문발동 33-15),경기도,파주시
파주미래점,GS25,경기 파주시 문산읍 봉미로6 (선유리 943-17),경기도,파주시
파주믿음점,GS25,"경기 파주시 탄현면 방촌로660, 1층 (축현리 502-8, 탄현약국)",경기도,파주시
파주방축점,GS25,경기 파주시 광탄면 부흥로4 (방축리 386-38),경기도,파주시
파주법원규리점,GS25,"경기 파주시 법원읍 사임당로892-1, 1층 전체 (법원리 447-10, 호프민들레)",경기도,파주시
파주법원본점,GS25,경기 파주시 법원읍 술이홀로871-1 (대능리 94-98),경기도,파주시
파주법흥본점,GS25,경기 파주시 탄현면 약산로58 (법흥리 1585),경기도,파주시
파주봉서본점,GS25,"경기 파주시 파주읍 봉서산로19, 1층 (봉서리 836)",경기도,파주시
파주봉서스타점,GS25,경기 파주시 파주읍 통일로1556 (봉서리 459-3),경기도,파주시
파주봉일천점,GS25,경기 파주시 조리읍 통일로324 (봉일천리 210-48),경기도,파주시
파주부흥점,GS25,"경기 파주시 광탄면 부흥로115, 1층 일부 (창만리 132-16, 명동상회,금산이동갈비)",경기도,파주시
파주사랑점,GS25,"경기 파주시 탄현면 갈현로29, 1층 (갈현리 313-7, 새마을상회)",경기도,파주시
파주상지석점,GS25,경기 파주시 운정로105 (상지석동 587-11),경기도,파주시
파주선유점,GS25,"경기 파주시 문산읍 사임당로130, 1층 전체 (선유리 430-63)",경기도,파주시
파주성현로점,GS25,경기 파주시 파주읍 성현로41 (향양리 390-7),경기도,파주시
파주센터점,GS25,"경기 파주시 탄현면 한록산길14, 103호 (법흥리 1773-1, 통일프라자)",경기도,파주시
파주스마트점,GS25,"경기 파주시 월롱면 엘씨디로312, 1층 (덕은리 1235)",경기도,파주시
파주신촌공단점,GS25,경기 파주시 소라지로39 (신촌동 17-3),경기도,파주시
파주야당점,GS25,"경기 파주시 송학길42, 150-19 1층 전체 (야당동 150-4)",경기도,파주시
파주연풍점,GS25,"경기 파주시 파주읍 술이홀로414, (제1호)(연풍리 395-3)",경기도,파주시
파주오사랑점,GS25,"경기 파주시 탄현면 성동로9, 109,110호 (성동리 667, 가동)",경기도,파주시
파주오소리점,GS25,경기 파주시 탄현면 성동로17 (성동리 674),경기도,파주시
파주용미사랑점,GS25,"경기 파주시 광탄면 명봉산로299, 1층 (용미리 756-9)",경기도,파주시
파주운정점,GS25,"경기 파주시 경의로1250, 101호 (와동동 1454)",경기도,파주시
파주유승점,GS25,"경기 파주시 탄현면 하늘소로120, (상가203호중일부) (법흥리 1789, 유승앙브와즈아파트)",경기도,파주시
파주유은점,GS25,"경기 파주시 소리천로29, 147호 (야당동 1085, 유은타워5차)",경기도,파주시
파주으뜸점,GS25,"경기 파주시 후곡로3, 101호 (금촌2동 952-6, 현인메트로)",경기도,파주시
파주읍타운점,GS25,경기 파주시 파주읍 파발로18 (파주리 132-4),경기도,파주시
파주이레점,GS25,경기 파주시 탄현면 약산로77 (법흥리 1574-9),경기도,파주시
파주적성점,GS25,경기 파주시 적성면구읍리 649-29번지,경기도,파주시
파주정다운점,GS25,"경기 파주시 탄현면 엘씨디로241번길35, 1층 (금승리 11-59)",경기도,파주시
파주천사점,GS25,"경기 파주시 방촌로411, 1층 (맥금동 722-6, 옛날집)",경기도,파주시
파주통일점,GS25,"경기 파주시 월롱면 통일로816, 1층 전체 (영태리 613-3)",경기도,파주시
파주평화점,GS25,"경기 파주시 평화로278, 1층 (야동동 589-12, 대산건설중기)",경기도,파주시
파주프로방스점,GS25,"경기 파주시 탄현면 새오리로56, 1동 1층 (성동리 67-10)",경기도,파주시
파주프린팅점,GS25,"경기 파주시 조리읍 등원로373, 외2필지(오산리 140-26)",경기도,파주시
파주한라본점,GS25,"경기 파주시 조리읍 능안로29, 1층 (대원리 991-6)",경기도,파주시
파주행복점,GS25,"경기 파주시 탄현면 방촌로674, 1층 (축현리 557-4, 종점상회)",경기도,파주시
파주현대점,GS25,"경기 파주시 미래로535 (목동동 2-110, 교하1차현대아파트상가동101호,102호)",경기도,파주시
파크리움점,GS25,"경기 평택시 서두물로35번길113, 102호,103호 (서정동 263-1, 평택서정리역휴먼파크리움)",경기도,평택시
파평에이스점,GS25,경기 파주시 파평면 청송로510 (덕천리 289-35),경기도,파주시
판교GB점,GS25,"경기 성남시 분당구 판교로256번길19, 지하1층 (삼평동 630)",경기도,성남시
판교H스퀘어점,GS25,"경기 성남시 분당구 판교역로231, S동 120호 (삼평동 680, 에이치스퀘어)",경기도,성남시
판교NS점,GS25,"경기 성남시 분당구 대왕판교로645번길36, 1층 103호 (삼평동 632, NS복합건축물)",경기도,성남시
판교궁내점,GS25,"경기 성남시 분당구 궁내로40번길25, 지하1층 (궁내동 327-11)",경기도,성남시
판교뉴도서관점,GS25,"경기 성남시 분당구 운중로243번길12, 1층 (판교동 612-4)",경기도,성남시
판교더샵퍼스트점,GS25,"경기 성남시 분당구 판교백현로38, 상가동 106호,107호 (백현동 516)",경기도,성남시
판교봇들점,GS25,"경기 성남시 분당구 동판교로155, 비상가 1층 103호 (삼평동 738, 봇들마을7단지)",경기도,성남시
판교산운점,GS25,"경기 성남시 분당구 판교원로68, 107호(운중동 922)",경기도,성남시
판교삼평점,GS25,"경기 성남시 분당구 판교로393, 1층 101호,102호 (삼평동 717)",경기도,성남시
판교삼환점,GS25,"경기 성남시 분당구 판교역로230, B동 101호(삼평동 679, 삼환하이펙스)",경기도,성남시
판교스테이트점,GS25,"경기 성남시 분당구 판교역로136, 1층 1035호 (백현동 540, 힐스테이트판교역)",경기도,성남시
판교스페이스점,GS25,"경기 성남시 분당구 대왕판교로660, 1층 133호 (삼평동 670, 유스페이스1)",경기도,성남시
