대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
102783,송이말림,복합식품,기타,기타,기타,2
102784,송이밥,복합식품,주식,밥류,흰밥,1
102785,송이버섯,복합식품,기타,기타,기타,2
102787,송이볶음,복합식품,부식,찜류,볶음,2
102788,송이산적,복합식품,부식,구이류,적,4
102789,송이잡채,복합식품,부식,나물류,숙채,1
102790,송이장아찌,복합식품,부식,장아찌류,장아찌,1
102791,송이전골,복합식품,부식,전골류,전골,2
102792,송이정과,복합식품,기호식,한과류,정과,1
102793,송이찌개,복합식품,부식,전골류,찌개,1
102794,송이찜,복합식품,부식,찜류,찜,15
102795,송이탕,복합식품,부식,국류,탕류,1
102796,송이회,복합식품,부식,회류,생회,2
102797,송자주,복합식품,주류,양조곡주,혼양곡주류,2
102798,송절주,복합식품,주류,양조곡주,혼양곡주류,7
102799,송진,단일식품,기타,기타,기타,5
102801,송진떡,복합식품,기호식,떡류,지진떡,1
102802,송진술,복합식품,주류,양조곡주,혼양곡주류,1
102803,송진주,복합식품,주류,양조곡주,혼양곡주류,1
102805,송편,복합식품,기호식,떡류,찐떡,22
102806,송피떡,복합식품,기호식,떡류,찐떡,1
102809,송화강정,복합식품,기호식,한과류,유과,1
102811,송화다식,복합식품,기호식,한과류,다식,8
102813,송화수,복합식품,기호식,음청류,음료류,2
102814,송화주,복합식품,주류,양조곡주,혼양곡주류,2
102815,송화천로주,복합식품,주류,양조곡주,혼양곡주류,1
102819,쇼자쥬,복합식품,주류,양조곡주,혼양곡주류,1
102820,수계탕,복합식품,부식,국류,탕류,1
102821,수고주,복합식품,조미식,양념류,양념류,1
102822,수교위,복합식품,기타,기타,기타,3
102823,수단,복합식품,기호식,음청류,음료류,4
102825,수닭간죽,복합식품,부식,국류,곰국,1
102827,수닭죽,복합식품,주식,죽류,죽,1
102829,수라화,복합식품,기호식,떡류,삶은떡,1
102830,수란,복합식품,부식,회류,숙란,10
102831,수란떡,복합식품,기호식,떡류,친떡,1
102832,수면,복합식품,주식,면류,국수,1
102833,수문탕,복합식품,기호식,음청류,음료류,1
102834,수박,단일식품,기타,기타,기타,9
102837,수박껍질장아찌,복합식품,부식,장아찌류,장아찌,1
102838,수박냉채,복합식품,기타,기타,기타,1
102840,수박절임,복합식품,기타,기타,기타,1
102841,수박화채,복합식품,기호식,음청류,화채,2
102842,수병법,복합식품,기호식,떡류,기타,1
102844,수수경단,복합식품,기타,기타,기타,2
102845,수수고추장,복합식품,조미식,장류,고추장,3
102849,수수엿,복합식품,기호식,한과류,기타,1
102850,수수응이,복합식품,주식,죽류,응이,6
102851,수수전병,복합식품,기호식,떡류,지진떡,4
102852,수유,복합식품,기타,기타,기타,1
102854,수인,복합식품,주식,면류,수제비,1
102855,수잔지,복합식품,부식,전골류,찌개,2
102856,수정과,복합식품,기호식,음청류,음료류,23
102857,수정회,복합식품,부식,회류,기타,2
102858,수제비,복합식품,기타,기타,기타,11
102859,수지장법,복합식품,조미식,장류,기타,3
102860,수지탕,복합식품,기호식,음청류,음료류,1
102861,수활면,복합식품,주식,면류,국수,1
102862,숙관우,복합식품,기호식,한과류,정과,1
102863,숙깍두기,복합식품,부식,김치,무김치,4
102864,숙란,복합식품,부식,회류,숙란,3
102865,숙면,복합식품,주식,면류,기타,1
102867,숙실과,복합식품,기호식,한과류,기타,21
102868,숙육,복합식품,기타,기타,기타,1
102869,숙장아찌,복합식품,부식,장아찌류,장아찌,2
102870,숙주나물,복합식품,부식,나물류,숙채,14
102871,숙주채,복합식품,부식,나물류,숙채,3
102873,숙황장,복합식품,조미식,장류,기타,2
102874,순,단일식품,기타,기타,기타,1
102876,순두부,복합식품,기타,기타,기타,2
102879,순무김치,복합식품,부식,김치,기타,1
102881,순무씨,단일식품,기타,기타,기타,2
102882,순무씨기름,복합식품,조미식,양념류,양념류,3
102883,순무죽,복합식품,주식,죽류,죽,4
102884,순무씨즙,복합식품,주식,죽류,즙,1
102886,순무장아찌,복합식품,부식,장아찌류,장아찌,2
102891,순채,복합식품,기타,기타,기타,4
102892,순채국,복합식품,부식,국류,기타,2
102894,순채화채,복합식품,기호식,음청류,화채,2
102895,순향주법,복합식품,주류,양조곡주,순곡주류,1
102896,술,복합식품,주류,기타,기타,153
102900,술누룩,복합식품,기타,기타,기타,1
102901,술밑,복합식품,주류,기타,기타,2
102902,술콩,복합식품,기타,기타,기타,1
102903,숭어,단일식품,기타,기타,기타,4
102904,숭어구이,복합식품,부식,구이류,구이,2
102905,숭어만두,복합식품,주식,면류,만두,1
102906,숭어알,기술,기타,기타,기타,2
102907,숭어어채,복합식품,부식,회류,기타,1
102908,숭어적구이,복합식품,부식,구이류,구이,1
102909,숭어전유어,복합식품,부식,구이류,전유어,1
102910,숭어조림,복합식품,부식,찜류,조림,3
102911,숭어조치,복합식품,부식,전골류,찌개,1
102912,숭어찌개,복합식품,부식,국류,곰국,2
102913,숭어찜,복합식품,부식,찜류,찜,19
102914,숭어채,복합식품,부식,회류,초회,1
102915,숭어탕,복합식품,부식,국류,탕류,1
102916,숭어회,복합식품,부식,회류,생회,2
102917,습조탕,복합식품,기호식,음청류,음료류,1
102918,승개기탕,복합식품,부식,국류,탕류,1
102921,깨단자,복합식품,기호식,떡류,친떡,8
102925,깨산적,복합식품,부식,구이류,적,2
102929,승기악탕,복합식품,부식,국류,탕류,7
102932,승마,단일식품,기타,기타,기타,1
102933,시금치나물,복합식품,부식,나물류,숙채,4
102934,시금치스프,복합식품,기타,기타,기타,1
102935,시래기나물,복합식품,부식,나물류,숙채,4
102937,시루떡,복합식품,기호식,떡류,기타,10
102938,시루편,복합식품,기호식,떡류,찐떡,1
102940,시면,복합식품,주식,면류,기타,1
102941,시심주,복합식품,주류,기타,기타,1
102942,시어찜,복합식품,부식,찜류,찜,1
102943,시체약포,복합식품,부식,장아찌류,기타,1
102944,식초,복합식품,조미식,양념류,양념류,21
102947,식초게장,복합식품,부식,젓갈류,발효젓,5
102949,식해,복합식품,부식,젓갈류,식해,3
102950,식향곡채방,복합식품,기타,기타,기타,1
102951,식혜,복합식품,기호식,음청류,음료류,18
102952,식혜암죽,복합식품,주식,죽류,암죽,2
102953,식회어순갱,복합식품,부식,국류,기타,1
102954,신감채강정,복합식품,기호식,한과류,엿강정,1
102955,신과병,복합식품,기호식,떡류,찐떡,1
102956,신국,복합식품,주류,기타,기타,3
102957,신국주,복합식품,주류,기타,기타,1
102959,신맛나는탕,복합식품,부식,찜류,초,1
102960,신면,복합식품,주식,면류,기타,1
102961,신방주,복합식품,주류,기타,기타,2
102962,신선로,복합식품,부식,전골류,전골,12
102964,신선로구자,복합식품,부식,전골류,전골,1
102965,신선부귀병,복합식품,기호식,떡류,기타,1
102966,신선술,복합식품,주류,양조곡주,혼양곡주류,1
102967,신선식초,복합식품,조미식,양념류,양념류,2
102968,신선주,복합식품,주류,기타,기타,2
102969,신성고주,복합식품,조미식,양념류,양념류,1
102971,실국수,복합식품,주식,면류,국수,2
102972,실파장국,복합식품,부식,국류,맑은장국,1
102973,실파장아찌,복합식품,부식,장아찌류,장아찌,1
102975,심말,복합식품,기타,기타,기타,2
102977,심주,복합식품,주류,증류주,약용증류주,1
102978,십일주,복합식품,주류,양조곡주,순곡주류,2
102979,십향두시절임,복합식품,기타,기타,기타,1
102980,십향채법,복합식품,기타,기타,기타,1
102981,싱건지,복합식품,부식,김치,무김치,1
102983,싸리버섯국,복합식품,부식,전골류,찌개,2
102984,싸리버섯나물,복합식품,부식,나물류,숙채,2
102985,싸리버섯볶음,복합식품,부식,찜류,볶음,2
102986,쌀,단일식품,기타,기타,기타,7
102987,쌀가루,단일식품,기타,기타,기타,1
102990,쌀누룩,복합식품,기타,기타,기타,3
102991,쌀다식,복합식품,기호식,한과류,다식,1
102992,쌀미음,복합식품,주식,죽류,미음,3
102993,쌀밥,복합식품,주식,밥류,흰밥,3
102994,쌀보리,복합식품,주류,기타,기타,1
102995,쌀보리죽,복합식품,주식,죽류,죽,1
102996,쌀식초,복합식품,조미식,양념류,양념류,2
102997,쌀암죽,복합식품,주식,죽류,암죽,2
102998,쌀죽,복합식품,주식,죽류,죽,4
102999,쌀즙,복합식품,주식,죽류,죽,1
103000,쌀초,복합식품,조미식,양념류,양념류,1
103001,쌈,복합식품,부식,나물류,기타,1
103002,쌈김치,복합식품,부식,김치,배추김치,3
103004,쏘가리지짐이,복합식품,부식,전골류,찌개,1
103005,쑥갓나물,복합식품,부식,나물류,숙채,8
103006,쑥갓전골,복합식품,부식,전골류,전골,1
103008,쑥경단,복합식품,기호식,떡류,삶은떡,2
103010,쑥구리단자,복합식품,기호식,떡류,친떡,1
103011,쑥국,복합식품,부식,국류,기타,3
103012,쑥구리,복합식품,기호식,떡류,찐떡,8
103014,쑥단자,복합식품,기호식,떡류,찐떡,6
103016,쑥떡,복합식품,기호식,떡류,찐떡,5
103017,쑥버무리,복합식품,기호식,떡류,기타,1
103018,쑥송편,복합식품,기호식,떡류,찐떡,1
103019,쑥시루떡,복합식품,기호식,떡류,찐떡,1
103022,쑥찰밥,복합식품,주식,밥류,기타,1
103024,씀바귀나물,복합식품,부식,나물류,숙채,2
103025,씀바귀장아찌,복합식품,부식,장아찌류,장아찌,1
103027,아가위열매정과,복합식품,기호식,음청류,화채,2
103028,아교잉어탕,복합식품,부식,국류,탕류,1
103029,아교찹쌀죽,복합식품,주식,죽류,죽,1
103031,아압록법,복합식품,기타,기타,기타,1
103032,아욱,단일식품,부식,국류,토장국,1
103033,아욱국,복합식품,부식,국류,토장국,9
103035,아욱잎,단일식품,부식,기타,기타,1
103036,아욱절임,복합식품,부식,장아찌류,장아찌,3
103037,아욱죽,복합식품,주식,죽류,죽,6
103038,아욱즙,복합식품,주식,죽류,즙,1
103039,아저찜,복합식품,부식,찜류,찜,2
103040,아주까리기름,복합식품,조미식,양념류,양념류,2
103041,아주까리잎쌈,복합식품,부식,장아찌류,기타,2
103042,아황주,복합식품,주류,양조곡주,순곡주류,4
103043,안명주,복합식품,주류,기타,기타,1
103044,알고명,복합식품,조미식,양념류,고명류,3
103046,알쌈,복합식품,부식,구이류,전,12
103047,알쌈튀김,복합식품,기타,기타,기타,1
103048,알장조림,복합식품,기타,기타,기타,1
103049,알전법,복합식품,부식,구이류,전,1
103050,알젓,복합식품,부식,젓갈류,발효젓,1
103051,알조개쌈,복합식품,부식,구이류,전,1
103052,알지단,단일식품,조미식,양념류,고명류,1
103053,알찌개,복합식품,부식,전골류,찌개,7
103054,알찜,복합식품,부식,찜류,찜,1
103055,알탕법,복합식품,부식,국류,탕류,1
103056,암닭,단일식품,주식,면류,수제비,2
103057,암닭구이,복합식품,부식,구이류,구이,1
103058,암닭국,복합식품,부식,국류,탕류,1
103059,암닭죽,복합식품,주식,죽류,죽,1
103060,암닭즙,복합식품,부식,국류,곰국,2
103061,암아란법,복합식품,기타,기타,기타,1
103062,암치,단일식품,기타,기타,기타,3
103064,암치뼈지짐이,복합식품,부식,구이류,구이,1
103065,암치지짐이,복합식품,부식,전골류,찌개,2
103066,앙금,단일식품,기타,기타,기타,1
103067,애엽,복합식품,기타,기타,기타,1
103068,애저찜,복합식품,부식,찜류,찜,5
103069,애주,복합식품,주류,양조곡주,혼양곡주류,1
103070,애탕,복합식품,부식,국류,탕류,3
103071,애탕국,복합식품,부식,국류,탕류,5
103072,애호박구이,복합식품,부식,구이류,구이,1
103073,애호박나물,복합식품,부식,나물류,기타,5
103074,애호박볶음,복합식품,부식,찜류,볶음,2
103075,애호박전,복합식품,부식,구이류,전,13
103077,애호박찜,복합식품,부식,찜류,찜,6
103078,애호박채,복합식품,부식,나물류,숙채,2
103079,앵도편,복합식품,기호식,한과류,기타,2
103080,앵도화채,복합식품,기호식,음청류,화채,1
103082,앵두떡,복합식품,기호식,한과류,기타,1
103083,앵두선,복합식품,부식,찜류,선,1
103084,앵두숙,복합식품,기호식,음청류,화채,1
103085,앵두잼,복합식품,기호식,한과류,기타,1
103087,앵두정과,복합식품,부식,찜류,찜,8
103088,앵두졸임,복합식품,기호식,한과류,정과,1
103089,앵두편,복합식품,기호식,한과류,기타,7
103090,앵두화채,복합식품,기호식,음청류,화채,7
103092,야채갈납전,복합식품,부식,구이류,전,1
103093,야채국,복합식품,부식,국류,기타,1
103094,야채밥,복합식품,주식,밥류,기타,1
103096,약고추장,복합식품,조미식,장류,고추장,4
103097,약과,복합식품,기호식,한과류,유밀과,36
103098,약면,복합식품,기타,기타,기타,1
103100,약반,복합식품,주식,밥류,기타,1
103101,약밥,복합식품,주식,밥류,기타,45
103102,약산적,복합식품,부식,구이류,적,1
103104,약산춘,복합식품,주류,양조곡주,순곡주류,5
103105,약술,복합식품,기타,기타,기타,17
103106,약식,복합식품,기호식,떡류,기타,10
103107,약장,복합식품,조미식,장류,기타,1
103109,약재떡,복합식품,기호식,떡류,찐떡,1
103110,약주,복합식품,주류,기타,기타,7
103112,약지히,복합식품,기타,기타,기타,1
103113,약포,복합식품,부식,장아찌류,기타,17
103115,양간약재,복합식품,주식,죽류,죽,1
103116,양간포,복합식품,부식,장아찌류,기타,1
103117,양간회,복합식품,부식,회류,기타,3
103118,양갈비구이,복합식품,부식,구이류,구이,3
103119,양갈비국,복합식품,부식,국류,탕류,1
103120,양강죽,복합식품,주식,죽류,죽,2
103122,양고기,복합식품,기타,기타,기타,6
103124,양고기구이,복합식품,부식,구이류,구이,2
103126,양고기떡,복합식품,부식,기타,기타,2
103127,양고기만두,복합식품,주식,면류,만두,1
103128,양고기무국,복합식품,부식,국류,토장국,1
103129,양고기볶음,복합식품,부식,찜류,볶음,1
103133,양고기술,복합식품,주류,양조곡주,혼양곡주류,1
103134,양고기무침,복합식품,기타,기타,기타,1
103135,양고기죽,복합식품,주식,죽류,죽,4
103136,양고기찜,복합식품,부식,찜류,찜,9
103137,양고기포,복합식품,부식,장아찌류,기타,1
103138,양고기회,복합식품,부식,회류,생회,2
103139,양고주,복합식품,주류,양조곡주,혼양곡주류,1
103140,양과주,복합식품,기타,기타,기타,1
103142,양귀비과자,복합식품,기호식,한과류,기타,1
103144,양귀비치즈,복합식품,기타,기타,기타,1
103145,양기약재,복합식품,기호식,떡류,기타,1
103146,양꼬리,복합식품,주식,죽류,죽,1
103147,양내장,기술,기타,기타,기타,3
103148,양내장만두소,복합식품,주식,면류,만두,1
103149,양념,복합식품,조미식,양념류,양념류,12
103152,붕어양념,복합식품,부식,찜류,찜,1
103153,양념장,복합식품,조미식,장류,기타,1
103154,양등뼈죽,복합식품,주식,죽류,죽,1
103155,양머리,복합식품,기타,기타,기타,5
