대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
101207,돼지고기볶음,복합식품,부식,찜류,볶음,9
101208,돼지고기생채,복합식품,부식,찜류,기타,2
101209,돼지고기탕,복합식품,부식,국류,탕류,3
101210,돼지고기수육,복합식품,기타,기타,기타,4
101212,돼지고기식해,복합식품,부식,젓갈류,식해,3
101213,돼지고기쌈,복합식품,부식,구이류,전,1
101214,돼지고기육포,복합식품,부식,장아찌류,기타,2
101217,돼지고기장조림,복합식품,부식,찜류,조림,4
101218,돼지고기전,복합식품,부식,구이류,전,11
101219,돼지고기전골,복합식품,부식,전골류,전골,1
101221,돼지고기절임,복합식품,기타,기타,기타,2
101223,돼지고기조림,복합식품,부식,찜류,조림,4
101224,돼지고기찜,복합식품,부식,찜류,찜,9
101226,돼지고기편,복합식품,부식,회류,편육,13
101228,돼지곱창볶음,복합식품,기타,기타,기타,1
101229,돼지껍질,단일식품,기타,기타,기타,1
101230,돼지껍질국수,복합식품,기타,기타,기타,1
101232,돼지껍질묵,복합식품,부식,회류,편육,1
101233,돼지껍질수정회,복합식품,부식,찜류,찜,5
101234,돼지껍질식해,복합식품,부식,젓갈류,식해,1
101236,돼지껍질편육,복합식품,부식,회류,편육,1
101237,돼지내장,복합식품,부식,회류,편육,2
101239,돼지내장죽,복합식품,주식,죽류,죽,1
101240,돼지내장탕,복합식품,부식,국류,탕류,2
101243,돼지머리찜,복합식품,부식,찜류,기타,1
101244,돼지머리편육,복합식품,부식,회류,편육,2
101245,돼지밥통,기술,주식,밥류,기타,1
101246,돼지비계약재,복합식품,기타,기타,기타,1
101247,돼지순대,복합식품,부식,찜류,찜,2
101248,돼지심장탕,복합식품,부식,국류,탕류,1
101249,돼지위,복합식품,부식,찜류,찜,6
101251,돼지위절임,복합식품,기타,기타,기타,1
101254,돼지족구이,복합식품,부식,구이류,구이,1
101255,돼지족발,복합식품,기타,기타,기타,1
101256,돼지족발고기국,복합식품,부식,국류,기타,1
101257,돼지족발죽,복합식품,주식,죽류,기타,1
101258,돼지족볶음,복합식품,부식,찜류,볶음,1
101260,돼지콩팥국,복합식품,부식,국류,기타,2
101261,돼지콩팥죽,복합식품,주식,죽류,죽,5
101262,돼지콩팥탕,복합식품,부식,국류,탕류,1
101263,돼지콩팥회,복합식품,기타,기타,기타,1
101265,돼지혀절임,복합식품,기타,기타,기타,2
101269,된장,복합식품,조미식,장류,된장,12
101272,된장찌개,복합식품,부식,전골류,찌개,4
101273,두강주,복합식품,주류,양조곡주,순곡주류,14
101276,두견전병,복합식품,기호식,떡류,지진떡,1
101277,두견주,복합식품,주류,양조곡주,혼양곡주류,9
101278,두견화채,복합식품,기호식,음청류,화채,1
101279,두골탕,복합식품,부식,국류,맑은장국,1
101282,두릅,단일식품,기타,기타,기타,1
101284,두릅나물,복합식품,부식,나물류,숙채,8
101286,두릅장아찌,복합식품,부식,장아찌류,장아찌,1
101287,두릅적,복합식품,부식,구이류,적,2
101288,두릅전,복합식품,부식,구이류,전유어,3
101290,두릅회,복합식품,부식,회류,기타,3
101292,두부국,복합식품,부식,국류,맑은장국,2
101293,두부국밥,복합식품,주식,밥류,기타,1
101295,두부떡,복합식품,기호식,떡류,기타,1
101296,두부만두,복합식품,주식,면류,만두,3
101297,두부,복합식품,기타,기타,기타,12
101299,두부선,복합식품,부식,찜류,선,2
101300,두부장,복합식품,조미식,장류,된장,2
101301,두부장아찌,복합식품,부식,장아찌류,장아찌,3
101302,두부장조림,복합식품,부식,찜류,조림,1
101303,두부전골,복합식품,부식,전골류,전골,5
101304,두부조림,복합식품,부식,찜류,조림,8
101305,두부찌개,복합식품,부식,전골류,찌개,7
101306,두부탕,복합식품,부식,국류,맑은장국,2
101307,두부피,복합식품,기타,기타,기타,3
101309,두시,복합식품,기타,기타,기타,2
101310,두엄장,복합식품,조미식,장류,기타,1
101311,두유,복합식품,조미식,양념류,양념류,1
101313,두주,복합식품,주류,기타,기타,1
101314,두탕,복합식품,부식,국류,탕류,1
101315,두텁떡,복합식품,기호식,떡류,찐떡,41
101319,둥글레뿌리,복합식품,기호식,음청류,다류,1
101321,들국화차,복합식품,기호식,음청류,다류,1
101322,들기름,복합식품,조미식,양념류,양념류,6
101326,깨시루떡,복합식품,기호식,떡류,기타,29
101327,깨잎,복합식품,기타,기타,기타,1
101329,깨자반,복합식품,부식,장아찌류,기타,1
101331,들쭉정과,복합식품,기호식,한과류,정과,4
101333,들쭉편,복합식품,기호식,한과류,정과,1
101334,등골전,복합식품,부식,구이류,전,6
101336,등골찜,복합식품,부식,찜류,찜,2
101337,등나무꽃,단일식품,기타,기타,기타,1
101338,딸기화채,복합식품,기호식,음청류,화채,6
101339,땅콩엿강정,복합식품,기호식,한과류,엿강정,2
101340,땅콩죽,복합식품,주식,죽류,죽,2
101341,떡,복합식품,기호식,떡류,기타,12
101343,떡가루,복합식품,기타,기타,기타,2
101344,떡고추장,복합식품,조미식,장류,고추장,3
101345,떡국,복합식품,주식,면류,떡국,9
101347,떡만두,복합식품,주식,면류,만두,1
101348,떡볶기,복합식품,부식,찜류,볶음,14
101349,떡산적,복합식품,부식,구이류,적,3
101350,떡수단,복합식품,기호식,음청류,음료류,4
101351,떡암죽,복합식품,주식,죽류,죽,1
101352,떡자반,복합식품,부식,장아찌류,기타,1
101353,떡찜,복합식품,부식,찜류,찜,4
101354,떡화채,복합식품,기호식,음청류,음료류,1
101355,똑똑이자반,복합식품,부식,장아찌류,기타,5
101356,로서아스프,복합식품,기타,기타,기타,1
101357,마,단일식품,기타,기타,기타,1
101358,마가루,단일식품,기타,기타,기타,2
101359,마구아,복합식품,기타,기타,기타,1
101360,마국수,복합식품,주식,면류,기타,6
101361,마늘,단일식품,조미식,양념류,양념류,13
101366,마늘고추장,복합식품,조미식,장류,고추장,2
101367,마늘냉국,복합식품,부식,국류,냉국,2
101369,마늘대말림,복합식품,기타,기타,기타,1
101370,마늘대절임,복합식품,기타,기타,기타,1
101371,마늘동아,복합식품,기호식,한과류,기타,2
101375,마늘싹,기술,기타,기타,기타,1
101377,마늘잎말림,복합식품,기타,기타,기타,1
101379,마늘장,복합식품,조미식,장류,기타,3
101380,마늘장아찌,복합식품,부식,장아찌류,장아찌,16
101381,마늘절임,복합식품,조미식,양념류,양념류,4
101383,마늘종,기술,기타,보관법,,1
101384,마늘종구이,복합식품,부식,구이류,구이,2
101385,마늘종말림,복합식품,기타,기타,기타,2
101386,마늘종장아찌,복합식품,부식,장아찌류,장아찌,1
101387,마늘지게미,복합식품,기타,기타,기타,1
101388,마늘짠지,복합식품,부식,나물류,생채,1
101390,마다식,복합식품,기호식,한과류,다식,1
101391,마단자,복합식품,기호식,떡류,찐떡,1
101392,마떡,복합식품,기호식,떡류,기타,3
101393,마른만두,복합식품,주식,면류,만두,1
101394,마른문어쌈,복합식품,부식,구이류,전,1
101395,마른반찬,복합식품,부식,장아찌류,기타,1
101397,마른새우볶음,복합식품,부식,찜류,볶음,1
101401,마른조갯살볶음,복합식품,부식,찜류,볶음,1
101403,마른편포,복합식품,부식,장아찌류,기타,1
101404,마름,단일식품,기호식,음청류,다류,1
101405,마름가루,단일식품,기타,기타,기타,1
101408,마름열매죽,복합식품,주식,죽류,죽,1
101412,마수제비,복합식품,주식,면류,수제비,3
101413,마자죽,복합식품,주식,죽류,죽,1
101414,마전병,복합식품,기호식,떡류,지진떡,1
101415,마주,복합식품,주류,양조곡주,혼양곡주류,1
101416,마죽,복합식품,주식,죽류,죽,4
101417,마탕,복합식품,부식,국류,탕류,1
101418,막걸리,복합식품,주류,양조곡주,혼양곡주류,7
101419,막우설기,복합식품,기호식,떡류,찐떡,1
101420,막장,복합식품,조미식,장류,된장,3
101421,만나지법,복합식품,기타,기타,기타,1
101422,만년초,복합식품,주류,기타,기타,2
101423,만두,복합식품,주식,면류,만두,35
101425,만두국,복합식품,주식,면류,만두,1
101426,만두소,복합식품,주식,면류,만두,4
101427,만두약과,복합식품,기호식,한과류,유밀과,2
101428,만두유과,복합식품,기호식,한과류,유과,1
101429,만두탕,복합식품,부식,국류,탕류,1
101430,만두튀김,복합식품,주식,면류,만두,3
101431,만이창면,복합식품,주식,면류,국수,1
101433,만전향주,복합식품,주류,양조곡주,혼양곡주류,2
101434,만청자기름,복합식품,조미식,양념류,양념류,1
101435,만초장,복합식품,조미식,장류,기타,1
101436,말고기,기술,부식,찜류,찜,1
101439,갈치장,복합식품,조미식,장류,간장,1
101441,말린나물,기술,기타,기타,기타,1
101443,말린대구,복합식품,기타,기타,기타,1
101444,두부구이,복합식품,부식,구이류,구이,2
101445,말린매미,복합식품,기타,기타,기타,1
101450,말린연유,복합식품,기타,기타,기타,1
101452,말린오징어,복합식품,부식,장아찌류,기타,1
101453,말린월과,복합식품,부식,나물류,숙채,1
101456,말린지황,복합식품,기타,기타,기타,1
101458,말린청어,복합식품,부식,장아찌류,기타,1
101460,말장,복합식품,조미식,장류,기타,1
101461,말장훈조,복합식품,조미식,장류,기타,1
101463,맑은장,복합식품,조미식,장류,기타,2
101464,맑은장국,복합식품,부식,국류,맑은장국,8
101465,맑은탕,복합식품,부식,국류,탕류,1
101469,맛조개식해,복합식품,부식,젓갈류,식해,1
101470,맛조개젓갈,복합식품,부식,젓갈류,발효젓,1
101472,매듭자반,복합식품,부식,장아찌류,기타,4
101473,매소병,복합식품,기호식,음청류,음료류,1
101474,매실,단일식품,기타,기타,기타,2
101475,매실간장,복합식품,조미식,장류,간장,1
101477,매실식초,복합식품,부식,찜류,초,1
101478,매실절임,복합식품,기타,기타,기타,2
101479,매실정과,복합식품,기타,기타,기타,4
101481,매실차,복합식품,기호식,음청류,다류,2
101482,매실청,복합식품,기호식,음청류,기타,1
101484,오매자차,복합식품,기호식,음청류,다류,2
101485,오매작과,복합식품,기호식,한과류,유밀과,5
101486,오매초,복합식품,부식,찜류,초,1
101488,매화강정,복합식품,기호식,한과류,유과,19
101489,매화밤풀,복합식품,기타,기타,기타,1
101490,매화산자,복합식품,기호식,한과류,유과,6
101491,매화식초,복합식품,조미식,양념류,양념류,1
101492,매화연사과,복합식품,기호식,한과류,유과,25
101495,매화차,복합식품,기호식,음청류,다류,5
101496,매화포,복합식품,기호식,한과류,기타,1
101497,맥문동,복합식품,기타,기타,기타,3
101498,맥문동정과,복합식품,기호식,한과류,정과,4
101499,맥문동죽,복합식품,주식,죽류,죽,2
101500,맥시,복합식품,조미식,장류,기타,1
101501,맥황,복합식품,기타,기타,기타,2
101502,맷돼지고기국,복합식품,주식,죽류,죽,1
101503,맹문동정과,복합식품,기호식,한과류,정과,1
101504,머위장아찌,복합식품,부식,장아찌류,장아찌,4
101505,메기,단일식품,기타,기타,기타,2
101507,메꿀떡,복합식품,기호식,떡류,기타,1
101508,메밀,복합식품,기타,기타,기타,6
101509,메밀가루,단일식품,기타,기타,기타,1
101513,메밀국수,복합식품,주식,면류,냉면,4
101516,메밀떡,복합식품,기호식,떡류,기타,4
101517,메밀떡구이,복합식품,기호식,떡류,기타,1
101518,메밀만두,복합식품,주식,면류,만두,6
101520,메밀묵,복합식품,부식,나물류,묵,6
101521,메밀박산,복합식품,기타,기타,기타,1
101522,메밀밥,복합식품,주식,밥류,흰밥,2
101523,메밀산자,복합식품,기호식,한과류,유과,4
101524,메밀소주,복합식품,주류,증류주,순곡증류주,2
101525,메밀술,복합식품,주류,양조곡주,순곡주류,1
101526,메밀장,복합식품,조미식,장류,기타,2
101529,메밀단자,복합식품,기호식,떡류,찐떡,1
101531,메주,복합식품,기타,기타,기타,11
101532,메주장,복합식품,조미식,장류,기타,5
101536,메추리찜,복합식품,부식,찜류,찜,2
101537,메추리,단일식품,부식,찜류,찜,2
101538,메추리구이,복합식품,부식,구이류,구이,2
101539,멥쌀,단일식품,기타,기타,기타,4
101541,멥쌀가루즙,복합식품,기타,기타,기타,1
101542,멥쌀고추장,복합식품,조미식,장류,고추장,3
101543,멥쌀막걸리,복합식품,주류,기타,기타,1
101545,멧대추씨죽,복합식품,주식,죽류,미음,1
101547,멧돼지고기,복합식품,부식,구이류,구이,1
101548,멧돼지고기구이,복합식품,부식,구이류,구이,1
101549,멧돼지껍질식해,복합식품,부식,젓갈류,기타,1
101550,멧젓,복합식품,부식,젓갈류,발효젓,1
101551,면,복합식품,주식,면류,기타,7
101553,면포,복합식품,기타,기타,기타,1
101555,멸치자반,복합식품,부식,장아찌류,기타,2
101556,멸치젓,복합식품,부식,젓갈류,발효젓,4
101557,멸치젓깍두기,복합식품,부식,김치,무김치,1
101558,멸치조림,복합식품,부식,찜류,조림,1
101559,명란,단일식품,기타,기타,기타,2
101561,명란오징어무침,복합식품,부식,회류,초회,1
101562,명란젓,복합식품,부식,젓갈류,발효젓,5
101564,명란조치,복합식품,부식,전골류,찌개,1
101565,명란찌개,복합식품,부식,전골류,찌개,7
101567,명태국,복합식품,부식,국류,맑은장국,3
101568,명태껍질국,복합식품,부식,국류,냉국,2
101569,명태조림,복합식품,부식,찜류,조림,3
101570,명태조치,복합식품,부식,전골류,찌개,1
101571,명태죽,복합식품,주식,죽류,죽,1
101572,명태지짐이,복합식품,부식,구이류,구이,1
101573,명태찌개,복합식품,부식,전골류,찌개,2
101574,모과,단일식품,기타,기타,기타,5
101576,모과구이,복합식품,부식,구이류,구이,2
101577,모과음료,복합식품,기호식,음청류,음료류,1
101578,모과장,복합식품,기호식,음청류,음료류,2
101579,모과절임,복합식품,기타,기타,기타,2
101580,모과정과,복합식품,기호식,한과류,정과,17
101581,모과죽,복합식품,주식,죽류,죽,1
101582,모과즙,복합식품,기타,기타,기타,1
101584,모과차,복합식품,기호식,음청류,다류,3
101585,모과청,복합식품,기호식,음청류,기타,3
101586,모과탕,복합식품,부식,국류,탕류,2
101587,모과편,복합식품,기호식,한과류,정과,5
101588,모과환,복합식품,기타,기타,기타,2
101589,모래무지국,복합식품,부식,국류,기타,1
101590,모루기,복합식품,기타,기타,기타,1
101592,모밀산자,복합식품,기호식,한과류,유과,1
101593,모소주,복합식품,주류,기타,기타,3
101596,모유죽,복합식품,주식,죽류,죽,1
101597,모쟁이젓,복합식품,부식,젓갈류,기타,1
101598,모주,복합식품,주류,양조곡주,순곡주류,2
101599,모해병,복합식품,기호식,떡류,찐떡,1
101600,목숙나물,복합식품,부식,나물류,숙채,1
101601,목욕주,복합식품,주류,양조곡주,순곡주류,1
101602,목이버섯무침,복합식품,부식,나물류,숙채,1
101603,목통식초,복합식품,기타,기타,기타,1
101604,묘화산자,복합식품,기호식,한과류,유과,1
101605,무,단일식품,기타,기타,기타,6
101610,무고추장,복합식품,조미식,장류,고추장,3
101611,무고추장장아찌,복합식품,부식,장아찌류,장아찌,1
101612,무정과,복합식품,기호식,한과류,정과,3
101613,무구이,복합식품,부식,구이류,구이,3
101614,무국,복합식품,부식,국류,토장국,1
101615,무국주,복합식품,주류,양조곡주,순곡주류,2
101616,무김치,복합식품,부식,김치,기타,5
101617,무깍두기,복합식품,부식,김치,무김치,1
101618,무꿀절임,복합식품,기호식,한과류,정과,1
101619,무나물,복합식품,부식,나물류,숙채,7
101620,무냉채,복합식품,부식,나물류,냉채,1
101621,무동치미,복합식품,부식,김치,무김치,4
101622,무떡,복합식품,기호식,떡류,찐떡,6
101623,무리,복합식품,기타,기타,기타,3
101624,무말랭이,단일식품,부식,장아찌류,장아찌,3
101625,무말랭이나물,복합식품,부식,나물류,기타,1
101626,무말랭이장아찌,복합식품,부식,장아찌류,장아찌,13
101628,무말림,복합식품,기타,기타,기타,2
101630,무밥,복합식품,주식,밥류,흰밥,2
101631,배추뿌리김치,복합식품,부식,김치,야채김치,1
101632,무볶음장아찌,복합식품,부식,장아찌류,장아찌,1
101634,무생절임,복합식품,부식,김치,무김치,1
101635,무생채,복합식품,부식,나물류,생채,11
101636,무석박지,복합식품,기타,기타,기타,1
101637,무선,복합식품,부식,찜류,선,1
101638,무숙장아찌,복합식품,부식,장아찌류,장아찌,8
101639,무술주,복합식품,주류,양조곡주,혼양곡주류,4
101640,무시루떡,복합식품,기호식,떡류,찐떡,4
101641,무시주,복합식품,주류,양조곡주,순곡주류,1
101642,무싱건지,복합식품,부식,김치,무김치,1
101643,무싹김치,복합식품,부식,김치,무김치,1
101644,무왁저지,복합식품,부식,찜류,조림,1
101645,무이,복합식품,기타,기타,기타,3
101646,무장,복합식품,조미식,장류,된장,6
101647,무장아찌,복합식품,부식,장아찌류,장아찌,10
101648,무장조림,복합식품,부식,찜류,조림,1
101649,무장찌개,복합식품,부식,전골류,찌개,1
101650,무절임,복합식품,부식,김치,무김치,2
101653,무조림,복합식품,부식,전골류,찌개,3
101654,무죽,복합식품,주식,죽류,죽,1
101655,무즙국수,복합식품,주식,면류,국수,1
101656,무지,복합식품,부식,김치,기타,1
101657,무지짐이,복합식품,부식,구이류,구이,6
101658,무짠지,복합식품,부식,김치,야채김치,4
101659,무찌개,복합식품,부식,전골류,찌개,1
101660,무채장아찌,복합식품,부식,장아찌류,장아찌,4
101663,무초절임,복합식품,부식,찜류,초,1
101664,무황볶기탕,복합식품,부식,국류,탕류,1
101665,무황아김치,복합식품,부식,김치,기타,1
101666,묵,복합식품,부식,나물류,묵,1
101667,묵강졍,복합식품,기호식,한과류,유과,1
101668,묵국,복합식품,부식,국류,탕류,1
101669,묵무침,복합식품,부식,나물류,묵,1
101670,묵물,복합식품,기타,기타,기타,1
101671,묵물죽,복합식품,주식,죽류,죽,4
101672,묵볶기,복합식품,부식,찜류,볶음,2
101676,묵은생강,복합식품,기타,기타,기타,1
101677,묵전유어,복합식품,부식,구이류,전유어,1
101678,묵찜,복합식품,부식,찜류,찜,1
101679,묵채,복합식품,부식,나물류,숙채,1
101680,묵청포,복합식품,부식,나물류,묵,1
101683,문동정과,복합식품,기호식,한과류,정과,1
101684,문어,단일식품,기타,기타,기타,3
101686,물,기술,기호식,음청류,기타,2
101690,물김치,복합식품,부식,김치,무김치,2
101691,물만두,복합식품,주식,밥류,흰밥,5
101692,물새우젓,복합식품,부식,젓갈류,기타,2
101693,물소가죽,복합식품,부식,회류,편육,1
101694,물소고기,복합식품,부식,찜류,찜,1
101695,물소머리,복합식품,부식,기타,기타,1
101697,물쑥나물,복합식품,부식,나물류,숙채,6
101698,물쑥말림,복합식품,기타,기타,기타,1
101699,물엿,복합식품,조미식,양념류,양념류,2
101701,물종,복합식품,부식,장아찌류,장아찌,1
101704,묽은죽,복합식품,주식,죽류,죽,1
101707,미꾸라지국,복합식품,부식,국류,탕류,1
101708,미나리,단일식품,기타,기타,기타,1
101709,미나리강회,복합식품,부식,회류,숙회,10
101710,미나리고명,복합식품,조미식,양념류,고명류,4
101711,미나리국,복합식품,부식,국류,맑은장국,1
101712,미나리김치,복합식품,부식,김치,야채김치,1
101713,미나리나물,복합식품,부식,나물류,숙채,14
101714,미나리냉채,복합식품,부식,나물류,냉채,1
101716,미나리양념,복합식품,조미식,양념류,고명류,1
101717,미나리잎찌개,복합식품,부식,전골류,찌개,1
101718,미나리장아찌,복합식품,부식,장아찌류,장아찌,10
101719,미나리적,복합식품,부식,구이류,적,4
101720,미나리전,복합식품,부식,구이류,전,3
101723,미나리초대,복합식품,조미식,양념류,고명류,2
101726,미삼차,복합식품,기호식,음청류,다류,1
101727,미수,복합식품,기타,기타,기타,4
101728,미수가루,복합식품,기타,기타,기타,3
101729,미수가루다식,복합식품,기호식,한과류,유밀과,1
101730,미수가루화채,복합식품,기타,기타,기타,1
101731,미쌈,복합식품,부식,구이류,전,1
101733,미역구이,복합식품,부식,구이류,구이,1
101734,미역국,복합식품,부식,국류,맑은장국,6
101735,미역나물,복합식품,부식,나물류,숙채,1
101736,미역냉국,복합식품,부식,국류,냉국,10
101737,미역무침,복합식품,부식,나물류,생채,5
101738,미역자반,복합식품,부식,장아찌류,기타,1
101739,미역지짐이,복합식품,부식,전골류,찌개,1
101741,미음,복합식품,주식,죽류,미음,2
101742,미초법,복합식품,주류,기타,기타,1
101743,민물고기식해,복합식품,부식,젓갈류,식해,1
101744,민물고기조림,복합식품,부식,국류,탕류,1
101746,민어구이,복합식품,부식,구이류,구이,3
101747,민어국,복합식품,부식,국류,맑은장국,5
101748,민어어채,복합식품,부식,회류,기타,1
101749,민어전유어,복합식품,부식,구이류,전유어,1
101750,민어조림,복합식품,부식,찜류,조림,4
101751,민어조치,복합식품,부식,전골류,찌개,1
101752,민어지짐이,복합식품,부식,전골류,찌개,3
101753,민어찌개,복합식품,부식,전골류,찌개,2
101754,민어회,복합식품,부식,회류,생회,1
101755,밀가루,단일식품,기타,기타,기타,5
101757,밀가루국수,복합식품,주식,면류,국수,1
101758,밀가루누룩,복합식품,기타,기타,기타,6
101759,밀가루다식,복합식품,기호식,한과류,다식,2
101760,밀가루달걀빵,복합식품,기타,기타,기타,1
101761,밀가루된장,복합식품,조미식,장류,기타,1
101762,밀가루떡,복합식품,기호식,떡류,기타,2
101763,밀가루물,복합식품,기타,기타,기타,2
101764,밀가루반죽,기술,기타,기타,기타,1
101766,밀가루장,복합식품,조미식,장류,기타,2
101767,밀가루피만두,복합식품,주식,면류,만두,1
101769,밀개떡,복합식품,기호식,떡류,기타,1
101770,밀고주,복합식품,조미식,양념류,양념류,1
101771,밀국수,복합식품,주식,면류,국수,9
101772,밀국수냉면,복합식품,주식,면류,냉면,2
101773,밀기울,복합식품,조미식,장류,된장,1
101774,밀기울된장,복합식품,조미식,장류,기타,2
101775,밀기울반죽포,복합식품,기호식,떡류,지진떡,1
101778,밀기울포구이,복합식품,부식,구이류,전,1
101779,밀납,복합식품,기타,기타,기타,1
101781,밀다리,복합식품,기타,기타,기타,1
101782,밀떡구이,복합식품,기호식,떡류,기타,1
101783,밀떡유병,복합식품,기호식,떡류,지진떡,1
101784,밀란,복합식품,기타,기타,기타,1
101785,밀랍볶음,복합식품,부식,구이류,전,1
101786,밀만두,복합식품,주식,면류,만두,6
101788,밀밥,복합식품,주식,밥류,기타,1
101789,밀설기,복합식품,기호식,떡류,찐떡,20
101790,밀소주,복합식품,주류,양조곡주,순곡주류,5
101791,밀수,복합식품,기타,기타,기타,1
101792,밀식초,복합식품,부식,찜류,초,5
101793,밀쌈,복합식품,부식,구이류,전,6
101794,밀장,복합식품,조미식,장류,된장,4
101796,밀전병,복합식품,부식,구이류,전,7
101798,밀즙,복합식품,기타,기타,기타,1
101799,밀초,복합식품,주류,기타,기타,3
101800,밑술,복합식품,주류,기타,기타,5
101801,바다고기찜,복합식품,부식,찜류,찜,1
101802,바지락장,복합식품,조미식,장류,기타,1
101803,박,기술,기타,기타,기타,1
101806,박국,복합식품,부식,국류,기타,1
101808,박김치,복합식품,부식,김치,야채김치,3
101810,박나물,복합식품,부식,나물류,숙채,7
101811,박누르미,복합식품,부식,구이류,구이,2
101812,박산유밀과,복합식품,기호식,한과류,유밀과,1
101816,박채화채,복합식품,부식,나물류,숙채,1
101817,박피만두,복합식품,주식,면류,만두,1
101818,박하,단일식품,부식,나물류,기타,1
101819,박하고,복합식품,기타,기타,기타,1
101821,반죽요리,복합식품,기타,기타,기타,1
101822,반토,복합식품,기타,기타,기타,1
101823,반하,단일식품,기타,기타,기타,2
101824,반하누룩,복합식품,기타,기타,기타,1
101825,발효떡,복합식품,기호식,떡류,기타,1
101826,발효밀떡,복합식품,기호식,떡류,기타,1
101828,밤,단일식품,부식,구이류,구이,21
101834,밤경단,복합식품,기호식,떡류,삶은떡,2
101835,밤국수,복합식품,주식,면류,국수,1
101836,밤다식,복합식품,기호식,한과류,다식,15
101837,밤단자,복합식품,기호식,떡류,친떡,9
101838,밤대추미음,복합식품,주식,죽류,미음,1
101839,밤떡,복합식품,기호식,떡류,찐떡,6
101840,밤밥,복합식품,주식,밥류,흰밥,4
101841,밤설기떡,복합식품,기호식,떡류,기타,1
101842,밤숙,복합식품,기타,기타,기타,1
101844,밤엿,복합식품,기호식,한과류,기타,2
101845,밤전병,복합식품,기호식,떡류,지진떡,1
101846,밤정과,복합식품,기호식,한과류,정과,1
101848,밤주악,복합식품,기호식,떡류,지진떡,8
101849,밤죽,복합식품,주식,죽류,죽,16
101850,밤찰편,복합식품,기호식,떡류,찐떡,1
101851,밤초,복합식품,기호식,한과류,정과,6
101852,밤화채,복합식품,기호식,음청류,화채,1
101853,밥,복합식품,주식,밥류,기타,7
101856,밥알강정,복합식품,기호식,한과류,유과,1
101857,밥풀,기타,기타,기타,기타,1
101858,밥풀산자,복합식품,기호식,한과류,유과,2
101859,방,복합식품,조미식,장류,기타,1
101860,방검떡,복합식품,기호식,떡류,기타,2
101861,방검병,복합식품,기호식,떡류,기타,1
101864,방국누룩주,복합식품,주류,양조곡주,순곡주류,1
101865,방문주,복합식품,주류,양조곡주,혼양곡주류,2
101866,방약과,복합식품,기호식,한과류,유밀과,4
101868,방어고추장찌개,복합식품,부식,전골류,찌개,1
101870,방어조림,복합식품,부식,찜류,볶음,2
101871,방어찌개,복합식품,부식,전골류,찌개,6
101872,방울강정,복합식품,기호식,한과류,유과,17
101873,방울증편,복합식품,기호식,떡류,찐떡,3
101874,방자고기,복합식품,기타,기타,기타,1
101875,방풍,단일식품,주식,밥류,기타,2
101876,방풍죽,복합식품,주식,죽류,죽,6
101879,배,단일식품,기타,기타,기타,34
101881,배절임,기술,기호식,한과류,정과,1
101882,배건과,복합식품,기호식,한과류,기타,1
101884,배꿀즙,복합식품,기호식,음청류,화채,1
101885,배숙,복합식품,기호식,음청류,화채,11
101887,배엿,복합식품,기호식,한과류,기타,1
101888,배정과,복합식품,기호식,한과류,정과,1
101889,배죽,복합식품,주식,죽류,기타,1
101890,배즙술,복합식품,주류,기타,기타,1
101894,배추국,복합식품,부식,국류,맑은장국,3
101895,배추김치,복합식품,부식,김치,배추김치,9
101896,배추꼬리국,복합식품,부식,국류,토장국,3
101897,배추꼬리장아찌,복합식품,부식,장아찌류,장아찌,1
101898,배추꼬리찜,복합식품,부식,찜류,찜,1
101899,배추동치미,복합식품,부식,김치,무김치,1
101900,배추만두,복합식품,주식,면류,만두,2
101901,배추말림,복합식품,기타,기타,기타,1
101902,배추물김치,복합식품,부식,김치,배추김치,1
101904,배추뿌리절임,기술,부식,김치,기타,2
101905,배추뿌리순,복합식품,기타,기타,기타,1
101907,배추선,복합식품,부식,찜류,선,3
101908,배추소,복합식품,부식,김치,기타,2
101909,배추속대국,복합식품,부식,국류,토장국,6
101910,배추속대쌈,복합식품,부식,장아찌류,기타,3
101911,배추속대장아찌,복합식품,부식,장아찌류,장아찌,1
101912,배추속대찜,복합식품,부식,찜류,찜,1
101913,배추속대탕,복합식품,부식,국류,탕류,1
101914,배추속생채,복합식품,부식,나물류,생채,1
101915,배추시레기,복합식품,기타,기타,기타,2
101916,배추쌈,복합식품,부식,장아찌류,기타,1
101918,배추장아찌,복합식품,기타,기타,기타,1
101919,배추전유어,복합식품,부식,구이류,전유어,1
101920,배추절임,복합식품,기타,기타,기타,11
101921,배추짠지,복합식품,부식,김치,기타,1
101922,배추찜,복합식품,부식,찜류,찜,9
101923,배추통김치,복합식품,부식,김치,배추김치,4
101924,배추통깍두기,복합식품,부식,김치,무김치,1
101925,배화채,복합식품,기호식,음청류,화채,9
101926,백김치,복합식품,부식,김치,기타,1
101929,백로주,복합식품,주류,양조곡주,순곡주류,3
101930,백료누룩,복합식품,주류,기타,기타,1
101931,백료주,복합식품,주류,양조곡주,순곡주류,2
101932,백매,복합식품,조미식,양념류,양념류,1
101933,백매실정과,복합식품,기호식,한과류,정과,1
101934,백매정과,복합식품,기호식,한과류,정과,1
101935,백목서탕,복합식품,부식,국류,탕류,1
101936,백미자,복합식품,기호식,한과류,유과,1
101937,백병법,복합식품,기호식,떡류,기타,1
101938,백복령시루떡,복합식품,기호식,떡류,기타,1
