NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
709,N000405-73-01,N000405,수산물,품목대표,붉은대게-암컷-다리,2018,포항(독도연),1월,수산물,갑각류,100,g,-,-,14.5,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,13.5,666,1028,1219,210,596,603,272,661,530,1443,370,29,894,1444,2046,464,515,549,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
710,N000406-73-01,N000406,수산물,품목대표,붉은대게-암컷-몸통,2018,포항(독도연),1월,수산물,갑각류,100,g,-,-,8.9,-,3.1,-,-,-,-,-,-,-,-,-,-,-,-,8.1,417,624,610,44,394,420,163,521,510,760,89,35,524,796,1183,262,376,378,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
711,N000407-76-03,N000407,수산물,품목대표,붉은맛,2018,사천,3월,수산물,패류,100,g,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
712,N000407-70-AVG,N000407,수산물,품목대표,붉은맛,2018,"통영,알래스카산",평균,수산물,패류,100,g,95,77.3,16.1,1.8,-,2.5,0,64,12.5,40,-,5,40,0.02,0.2,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
713,N000407-33-10,N000407,수산물,품목대표,붉은맛,2018,부산,10월,수산물,패류,100,g,-,-,16.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,637,1132,1171,380,536,651,201,653,275,1175,512,290,875,1486,2396,978,512,577,618,-,-,-,-,-,-,-,수('2018),국립수산과학원
714,N000408-33-07,N000408,수산물,품목대표,붉은멍게,2018,부산,7월,수산물,기타,100,g,78,82.2,9.2,2.6,-,3.7,0,37,1.8,0,-,0,0,0.08,0.12,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
715,N000408-33-05,N000408,수산물,품목대표,붉은멍게,2018,부산,5월,수산물,기타,100,g,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
716,N000409-ZZ-AVG,N000409,수산물,품목대표,붉은메기,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
717,N000409-33-03,N000409,수산물,품목대표,붉은메기,2018,부산,3월,수산물,어류,100,g,83,79.9,18.2,0.7,-,0.001,0,38,1,10,-,3,10,0.14,0.11,4.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
718,N000409-15-10,N000409,수산물,품목대표,붉은메기,2018,남해서부-EEZ(214),10월,수산물,어류,100,g,-,-,18.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.3,787,1336,1133,270,704,717,280,823,443,966,495,11,977,1566,2475,367,529,638,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
719,N000409-02-08,N000409,수산물,품목대표,붉은메기,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
720,N000410-65-05,N000410,수산물,품목대표,붕어,2018,청평,5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
721,N000410-65-02,N000410,수산물,품목대표,붕어,2018,청평,2월,수산물,어류,100,g,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
722,N000410-33-03,N000410,수산물,품목대표,붕어,2018,부산,3월,수산물,어류,100,g,-,-,18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.2,830,1469,1747,633,781,701,175,921,381,1283,637,192,1030,1715,2705,814,549,559,105,-,-,-,-,-,-,-,수('2018),국립수산과학원
723,N000410-26-AVG,N000410,수산물,품목대표,붕어,2018,대전,평균,수산물,어류,100,g,94,78.9,18.1,1.8,-,0.1,0,56,2.4,23,-,7,23,0.31,0.15,2.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
724,N000411-65-02,N000411,수산물,품목대표,붕어-알,2018,청평,2월,수산물,어류,100,g,-,-,25.6,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,21.3,1174,1817,1478,116,865,978,429,1346,939,1163,733,176,1639,1826,3259,757,1182,1375,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
725,N000412-ZZ-AVG,N000412,수산물,품목대표,붕장어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,39.1,282.6,-,수('2018),국립수산과학원
726,N000412-33-06,N000412,수산물,품목대표,붕장어,2018,부산,6월,수산물,어류,100,g,-,-,17.1,-,15.1,-,-,-,-,-,-,-,-,-,-,-,-,15.2,711,1283,1406,293,643,688,322,755,581,970,524,81,954,1541,2440,856,585,655,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
727,N000412-33-05,N000412,수산물,품목대표,붕장어,2018,부산,5월,수산물,어류,100,g,135,74.7,17.4,6.4,-,0.3,0,35,0.5,1200,-,360,1200,0.08,0.16,3.1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
728,N000412-02-08,N000412,수산물,품목대표,붕장어,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
729,N000413-65-AVG,N000413,수산물,품목대표,블루길,2018,청평,평균,수산물,어류,100,g,83,80,17.8,0.8,-,0.2,0,36,1.4,18,-,5,18,0.16,0.1,3.8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
730,N000413-65-08,N000413,수산물,품목대표,블루길,2018,청평,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
731,N000413-64-06,N000413,수산물,품목대표,블루길,2018,창원(주남저수지),6월,수산물,어류,100,g,-,-,18.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,17.9,876,1534,1588,453,800,864,361,860,557,1055,616,31,1140,1953,2902,933,658,747,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
732,N000414-64-12,N000414,수산물,품목대표,블루길-알,2018,창원(주남저수지),12월,수산물,어류,100,g,-,-,-,-,7.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
733,N000415-33-05,N000415,수산물,품목대표,비단가리비,2018,부산,5월,수산물,패류,100,g,-,-,15.2,-,-,-,-,-,-,-,0.43,-,-,-,-,-,-,13.5,529,1002,1739,353,485,522,127,500,243,1137,411,186,694,978,2153,880,345,495,790,-,-,-,-,-,-,-,수('2018),국립수산과학원
734,N000415-02-AVG,N000415,수산물,품목대표,비단가리비,2018,거제,평균,수산물,패류,100,g,76,81,14.5,1,-,1.4,0,61,3.2,0,-,0,0,0.03,0.32,2.8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,수('2018),국립수산과학원
735,N000416-33-05,N000416,수산물,품목대표,비단고둥,2018,부산,5월,수산물,패류,100,g,95,75.3,17,1.2,-,2.8,0,70,25.4,0,-,0,0,0.03,0.15,2.3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,수('2018),국립수산과학원
736,N000417-33-06,N000417,수산물,품목대표,비단백합,2018,부산,6월,수산물,패류,100,g,-,-,10.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.5,350,623,670,229,343,408,114,379,205,652,338,125,639,673,1478,856,300,385,814,-,-,-,-,-,-,-,수('2018),국립수산과학원
737,N000418-ZZ-AVG,N000418,수산물,품목대표,비틀대모자반,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
738,N000418-70-11,N000418,수산물,품목대표,비틀대모자반,2018,"통영,알래스카산",11월,수산물,해조류,100,g,-,-,25.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.6,959,1729,965,540,1035,875,255,1282,1211,1340,570,311,1966,2045,8207,932,769,770,198,-,-,-,-,-,-,-,수('2018),국립수산과학원
739,N000419-33-06,N000419,수산물,품목대표,빙어,2018,부산,6월,수산물,어류,100,g,85,79.4,18.4,0.8,-,0.001,0,78,0.9,40,-,12,40,0.1,0.29,2.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
740,N000420-33-05,N000420,수산물,품목대표,빨간횟대,2018,부산,5월,수산물,어류,100,g,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
741,N000420-01-06,N000420,수산물,품목대표,빨간횟대,2018,강릉,6월,수산물,어류,100,g,74,81.1,17.1,0.1,-,0.3,0,48,0.8,10,-,3,10,0.05,0.08,2.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
742,N000421-33-04,N000421,수산물,품목대표,빨강부치,2018,부산,4월,수산물,어류,100,g,71,82.5,15.8,0.5,-,0.001,0,23,1,0,-,0,0,0.03,0.09,3.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
743,N000422-ZZ-11,N000422,수산물,품목대표,빨강오징어,2018,전국(대표),11월,수산물,두족류,100,g,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
744,N000422-33-05,N000422,수산물,품목대표,빨강오징어,2018,부산,5월,수산물,두족류,100,g,-,-,16.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.3,518,1166,1144,380,561,630,126,491,320,1148,439,159,899,1175,2438,738,700,665,604,-,-,-,-,-,-,-,수('2018),국립수산과학원
745,N000423-33-06,N000423,수산물,품목대표,뿔돔,2018,부산,6월,수산물,어류,100,g,97,78.4,18,2.2,-,0.001,0,49,1.1,30,-,12,30,0.18,0.15,3.2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
746,N000423-33-03,N000423,수산물,품목대표,뿔돔,2018,부산,3월,수산물,어류,100,g,-,-,19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.1,912,1650,1714,540,819,801,215,984,467,1546,775,214,1167,1838,3036,865,686,681,267,-,-,-,-,-,-,-,수('2018),국립수산과학원
747,N000424-33-08,N000424,수산물,품목대표,사당놀래기,2018,부산,8월,수산물,어류,100,g,104,76.6,20.3,1.9,-,0.001,0,35,1.5,25,-,8,25,0.11,0.14,3.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
748,N000425-65-AVG,N000425,수산물,품목대표,산천어,2018,청평,평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
749,N000425-65-05,N000425,수산물,품목대표,산천어,2018,청평,5월,수산물,어류,100,g,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
750,N000425-33-06,N000425,수산물,품목대표,산천어,2018,부산,6월,수산물,어류,100,g,117,74.6,20.3,3.3,-,0.1,0,21,2,55,-,17,55,0.19,0.2,7.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,수('2018),국립수산과학원
751,N000426-45-06,N000426,수산물,품목대표,살살치,2018,여수,6월,수산물,어류,100,g,70,82.2,15.5,0.2,-,0.6,-,59,0.9,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
752,N000426-33-05,N000426,수산물,품목대표,살살치,2018,부산,5월,수산물,어류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
753,N000427-ZZ-AVG,N000427,수산물,품목대표,살오징어,2018,전국(대표),평균,수산물,두족류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,773.9,151.5,0,200.2,59,541,-,수('2018),국립수산과학원
754,N000427-33-11,N000427,수산물,품목대표,살오징어,2018,부산,11월,수산물,두족류,100,g,-,-,-,-,-,-,-,-,-,-,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
755,N000427-33-05,N000427,수산물,품목대표,살오징어,2018,부산,5월,수산물,두족류,100,g,72,82.3,15.7,0.5,-,0.2,-,25,1.6,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
756,N000427-33-03,N000427,수산물,품목대표,살오징어,2018,부산,3월,수산물,두족류,100,g,-,-,-,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
757,N000428-ZZ-AVG,N000428,수산물,품목대표,살오징어-소건품,2018,전국(대표),평균,수산물,수산가공품,100,g,352,19.5,67.8,6.9,-,0.2,0,252,2.8,0,-,0,0,0.13,0.2,8.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.6,수('2018),국립수산과학원
758,N000428-39-10,N000428,수산물,품목대표,살오징어-소건품,2018,속초,10월,수산물,수산가공품,100,g,-,-,61.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.1,2935,5129,4332,1695,2429,2415,578,2758,1188,5688,2278,623,3596,5598,9138,3248,4018,2198,1259,-,-,-,-,-,-,-,수('2018),국립수산과학원
759,N000428-33-05,N000428,수산물,품목대표,살오징어-소건품,2018,부산,5월,수산물,수산가공품,100,g,-,-,-,-,6,-,-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
760,N000429-73-12,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),12월,수산물,두족류,100,g,-,-,18.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.1,735,1188,1171,65,577,684,275,683,604,1178,117,35,873,1637,2343,438,914,616,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
761,N000429-73-11,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),11월,수산물,두족류,100,g,-,-,18.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.6,719,1221,1200,236,606,657,287,675,660,1108,361,108,922,1586,2221,440,897,661,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
762,N000429-73-10,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),10월,수산물,두족류,100,g,-,-,18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.2,745,1227,1166,306,603,711,276,680,602,968,238,31,886,1590,2295,419,754,670,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
763,N000429-73-07,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),7월,수산물,두족류,100,g,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.4,734,1219,1248,216,661,625,304,688,633,975,431,118,1072,1682,2185,437,1518,683,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
764,N000429-73-06,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),6월,수산물,두족류,100,g,-,-,18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.2,690,1187,1174,222,624,638,279,659,547,989,419,5,938,1617,2131,394,982,662,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
765,N000429-73-04,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),4월,수산물,두족류,100,g,-,-,19.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.7,677,1200,1169,117,630,688,287,681,531,1171,445,117,942,1717,2194,441,1007,703,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
766,N000429-73-03,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),3월,수산물,두족류,100,g,-,-,18.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.5,828,1344,1340,523,683,692,356,794,513,1158,562,184,1131,1705,2310,518,1092,794,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
767,N000429-73-02,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),2월,수산물,두족류,100,g,-,-,20.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.4,753,1185,1132,24,648,516,264,729,566,884,144,11,997,1472,1999,463,1097,518,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
768,N000429-73-01,N000429,수산물,품목대표,살오징어-수컷,2018,포항(독도연),1월,수산물,두족류,100,g,-,-,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.6,853,1294,1362,87,723,725,304,794,756,1194,268,76,1069,1472,2459,477,1117,563,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
769,N000430-73-12,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),12월,수산물,두족류,100,g,-,-,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.9,717,1144,1160,73,572,679,295,668,630,1109,150,36,874,1644,2275,413,852,628,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
770,N000430-73-11,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),11월,수산물,두족류,100,g,-,-,18.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.7,713,1191,1199,219,577,656,286,652,550,1155,337,113,943,1640,2269,442,1065,684,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
771,N000430-73-10,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),10월,수산물,두족류,100,g,-,-,18.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.9,734,1182,1157,272,589,686,297,667,570,1032,186,51,856,1566,2259,393,750,646,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
772,N000430-73-07,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),7월,수산물,두족류,100,g,-,-,19.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.4,636,1035,1080,160,560,533,242,611,512,772,359,89,869,1413,1835,365,775,576,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
773,N000430-73-06,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),6월,수산물,두족류,100,g,-,-,16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.9,618,1088,1076,190,552,586,251,591,523,855,412,97,854,1484,1931,386,883,610,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
774,N000430-73-04,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),4월,수산물,두족류,100,g,-,-,19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.7,721,1228,1228,133,650,617,315,686,538,1111,416,58,922,1710,2173,424,1138,651,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
775,N000430-73-03,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),3월,수산물,두족류,100,g,-,-,18.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.6,765,1249,1285,476,639,679,307,730,492,1135,532,181,1005,1575,2130,448,1263,703,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
776,N000430-73-02,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),2월,수산물,두족류,100,g,-,-,19.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.8,752,1213,1176,15,643,535,268,746,557,960,156,11,1001,1597,2084,457,1036,555,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
777,N000430-73-01,N000430,수산물,품목대표,살오징어-암컷,2018,포항(독도연),1월,수산물,두족류,100,g,-,-,18.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.3,832,1267,1320,161,668,727,324,794,861,1191,256,50,1052,1577,2343,503,747,611,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
778,N000431-ZZ-AVG,N000431,수산물,품목대표,살오징어-젓갈,2018,전국(대표),평균,수산물,수산가공품,100,g,77,63.9,14.3,0.9,-,2,0,139,1.5,0,-,0,0,0.02,0.03,2.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.9,수('2018),국립수산과학원
779,N000432-ZZ-AVG,N000432,수산물,품목대표,살오징어-조미훈제품,2018,전국(대표),평균,수산물,수산가공품,100,g,215,45.7,34.4,2,-,12.4,0,29,4.3,0,-,0,0,0.08,0.13,7.8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.5,수('2018),국립수산과학원
780,N000433-76-06,N000433,수산물,품목대표,살조개,2018,사천,6월,수산물,패류,100,g,-,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
781,N000433-33-02,N000433,수산물,품목대표,살조개,2018,부산,2월,수산물,패류,100,g,89,78.4,14.2,1.5,-,3.6,0,145,14.4,30,-,8,30,0.04,0.22,3.7,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
782,N000434-72-06,N000434,수산물,품목대표,삼세기,2018,포항,6월,수산물,어류,100,g,97,77.3,18.6,1.8,-,0.5,0,20,0.5,15,-,5,15,0.19,0.25,2.2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,수('2018),국립수산과학원
783,N000434-72-05,N000434,수산물,품목대표,삼세기,2018,포항,5월,수산물,어류,100,g,-,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
784,N000434-33-05,N000434,수산물,품목대표,삼세기,2018,부산,5월,수산물,어류,100,g,-,-,17.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.4,734,1240,1383,401,631,674,284,794,397,908,459,181,890,1475,2400,665,471,621,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
785,N000434-02-08,N000434,수산물,품목대표,삼세기,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
786,N000435-ZZ-AVG,N000435,수산물,품목대표,삼치,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.2,0.4,0,-,-,-,-,수('2018),국립수산과학원
787,N000435-33-10,N000435,수산물,품목대표,삼치,2018,부산,10월,수산물,어류,100,g,-,-,20.1,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,18.2,925,1577,1245,579,843,935,225,920,675,1241,737,215,1173,1820,2599,945,661,832,641,-,-,-,-,-,-,-,수('2018),국립수산과학원
788,N000435-33-05,N000435,수산물,품목대표,삼치,2018,부산,5월,수산물,어류,100,g,108,73.9,19,2.7,-,0.6,0,9,0.5,30,-,9,30,0.08,0.29,8.9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8,수('2018),국립수산과학원
789,N000435-18-03,N000435,수산물,품목대표,삼치,2018,남해서부-EEZ(232),3월,수산물,어류,100,g,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
790,N000436-ZZ-AVG,N000436,수산물,품목대표,삼치-보통육,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92.1,43.9,316.4,-,수('2018),국립수산과학원
