NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
1182,N000651-78-06,N000651,수산물,품목대표,초록입홍합-수입산,2018,서천,6월,수산물,패류,100,g,-,-,-,-,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1183,N000652-63-AVG,N000652,수산물,품목대표,초어,2018,진해,평균,수산물,어류,100,g,89,79.7,17.1,1.7,-,0.2,0,66,1.7,50,-,15,50,0.3,0.13,3.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1184,N000653-68-06,N000653,수산물,품목대표,칠면초,2018,태안,6월,수산물,기타,100,g,-,-,1.2,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,0.7,36,52,27,39,33,32,13,59,50,15,23,23,28,60,66,14,78,32,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1185,N000654-72-AVG,N000654,수산물,품목대표,칠성갈치,2018,포항,평균,수산물,어류,100,g,-,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1186,N000654-72-05,N000654,수산물,품목대표,칠성갈치,2018,포항,5월,수산물,어류,100,g,92,79.7,16.8,2.2,-,0.1,-,18,0,238,0.07,72,238,0,0,0,-,13.6,598,1109,1165,468,580,656,273,663,297,849,478,787,860,1391,2143,52,523,686,0,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
1187,N000655-33-06,N000655,수산물,품목대표,콩깍지고둥,2018,부산,6월,수산물,패류,100,g,100,74.5,19.7,0.5,-,3,0,77,2.3,0,-,0,0,0.03,0.13,1.9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
1188,N000656-ZZ-AVG,N000656,수산물,품목대표,크릴,2018,전국(대표),평균,수산물,기타,100,g,76,81.9,12.1,2.6,1.6,0.2,-,401,2,535,-,158,535,0.13,0.25,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,수('2018),국립수산과학원
1189,N000657-ZZ-AVG,N000657,수산물,품목대표,크릴-페이스트,2018,전국(대표),평균,수산물,수산가공품,100,g,130,74,16.5,5.5,1,2,-,180,0,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,수('2018),국립수산과학원
1190,N000658-ZZ-AVG,N000658,수산물,품목대표,큰가리비,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1191,N000658-ZZ-12,N000658,수산물,품목대표,큰가리비,2018,전국(대표),12월,수산물,패류,100,g,-,-,16.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.9,731,1188,1176,334,644,656,226,804,500,1326,637,306,1200,1381,2354,838,943,661,527,-,-,-,-,-,-,-,수('2018),국립수산과학원
1192,N000658-ZZ-09,N000658,수산물,품목대표,큰가리비,2018,전국(대표),9월,수산물,패류,100,g,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1193,N000658-43-01,N000658,수산물,품목대표,큰가리비,2018,양양,1월,수산물,패류,100,g,81,81.2,15.2,1.7,-,0.2,-,65,3,0,-,0,0,0.13,0.1,11.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,수('2018),국립수산과학원
1194,N000659-33-05,N000659,수산물,품목대표,큰구슬우렁이,2018,부산,5월,수산물,패류,100,g,76,79.9,17.4,0.1,0.1,0.3,-,46,2.6,15,-,0,15,0.03,0.12,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,수('2018),국립수산과학원
1195,N000660-63-AVG,N000660,수산물,품목대표,큰논우렁이,2018,진해,평균,수산물,패류,100,g,71,80.4,9.8,1,-,4.9,0,1003,17.1,440,-,15,440,0.2,0.39,2.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,수('2018),국립수산과학원
1196,N000660-33-12,N000660,수산물,품목대표,큰논우렁이,2018,부산,12월,수산물,패류,100,g,-,-,11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.2,464,985,712,265,403,492,132,549,335,1194,420,141,646,1114,1949,532,428,448,9,-,-,-,-,-,-,-,수('2018),국립수산과학원
1197,N000661-ZZ-AVG,N000661,수산물,품목대표,키조개,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,228.6,37.8,472.1,-,수('2018),국립수산과학원
1198,N000661-45-AVG,N000661,수산물,품목대표,키조개,2018,여수,평균,수산물,패류,100,g,57,86.5,10.3,1.1,-,0.8,0,38,8.2,30,-,0,30,0.04,0.14,1.8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1199,N000661-06-12,N000661,수산물,품목대표,키조개,2018,고흥(서부),12월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1200,N000661-06-10,N000661,수산물,품목대표,키조개,2018,고흥(서부),10월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1201,N000661-06-09,N000661,수산물,품목대표,키조개,2018,고흥(서부),9월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1202,N000661-06-07,N000661,수산물,품목대표,키조개,2018,고흥(서부),7월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1203,N000661-06-05,N000661,수산물,품목대표,키조개,2018,고흥(서부),5월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1204,N000662-33-05,N000662,수산물,품목대표,키조개-전체(육),2018,부산,5월,수산물,패류,100,g,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1205,N000663-ZZ-AVG,N000663,수산물,품목대표,키조개-패주,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178.3,35.9,411.8,-,수('2018),국립수산과학원
1206,N000663-33-12,N000663,수산물,품목대표,키조개-패주,2018,부산,12월,수산물,패류,100,g,-,-,18.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.7,683,1335,1164,467,1340,625,169,680,281,1899,597,261,977,1473,2686,1093,424,589,994,-,-,-,-,-,-,-,수('2018),국립수산과학원
1207,N000663-33-05,N000663,수산물,품목대표,키조개-패주,2018,부산,5월,수산물,패류,100,g,70,81.8,12.4,1.1,1.1,1.9,-,32,6.5,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,수('2018),국립수산과학원
1208,N000664-72-03,N000664,수산물,품목대표,탁자볼락,2018,포항,3월,수산물,어류,100,g,85,78.6,19.7,0.1,-,0.3,-,18,1.7,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1209,N000665-50-09,N000665,수산물,품목대표,털게,2018,영덕,9월,수산물,갑각류,100,g,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1210,N000666-ZZ-AVG,N000666,수산물,품목대표,털탑고둥,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,725.3,458.6,0,69.7,37.7,493.3,-,수('2018),국립수산과학원
1211,N000666-33-05,N000666,수산물,품목대표,털탑고둥,2018,부산,5월,수산물,패류,100,g,145,67,20.7,3.7,-,5.5,0,128,3.5,50,-,5,50,0.02,0.11,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,수('2018),국립수산과학원
1212,N000666-10-07,N000666,수산물,품목대표,털탑고둥,2018,기장,7월,수산물,패류,100,g,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.2,561,1233,1099,358,548,733,162,603,222,1273,616,251,1098,1447,3032,1093,550,750,631,-,-,-,-,-,-,-,수('2018),국립수산과학원
1213,N000667-33-12,N000667,수산물,품목대표,토굴,2018,부산,12월,수산물,패류,100,g,82,80.6,10.2,1.8,-,5.3,0,123,3.4,65,-,10,65,0.2,0.3,3.6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,수('2018),국립수산과학원
1214,N000668-ZZ-AVG,N000668,수산물,품목대표,톱니모자반,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1215,N000668-33-03,N000668,수산물,품목대표,톱니모자반,2018,부산,3월,수산물,해조류,100,g,-,-,12.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.9,581,1031,496,281,649,520,140,759,555,742,306,166,1039,1318,1967,558,238,443,157,-,-,-,-,-,-,-,수('2018),국립수산과학원
1216,N000669-ZZ-AVG,N000669,수산물,품목대표,톳,2018,전국(대표),평균,수산물,해조류,100,g,16,88.1,1.9,0.4,-,4,1,157,3.9,210,-,0,210,0.01,0.07,1.9,4,16.2,804,1289,1153,310,699,745,279,902,595,1263,685,435,1094,1402,2308,582,924,752,0,-,-,-,-,-,-,4.6,수('2018),국립수산과학원
1217,N000669-61-03,N000669,수산물,품목대표,톳,2018,진도,3월,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1218,N000669-05-04,N000669,수산물,품목대표,톳,2018,고흥,4월,수산물,해조류,100,g,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1219,N000670-ZZ-AVG,N000670,수산물,품목대표,톳-자건품,2018,전국(대표),평균,수산물,수산가공품,100,g,135,15.8,6.2,0.8,-,49.4,10.3,1250,47,250,-,0,250,0.01,0.11,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.5,수('2018),국립수산과학원
1220,N000670-53-10,N000670,수산물,품목대표,톳-자건품,2018,완도,10월,수산물,수산가공품,100,g,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1221,N000671-33-06,N000671,수산물,품목대표,통치,2018,부산,6월,수산물,어류,100,g,138,72.9,20,5.7,-,0.1,0,43,0.8,45,-,14,45,0.05,0.14,3.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1222,N000672-33-06,N000672,수산물,품목대표,투라치,2018,부산,6월,수산물,어류,100,g,79,80.1,18.1,0.1,0.1,0.5,-,34,0.3,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
1223,N000673-68-06,N000673,수산물,품목대표,퉁퉁마디,2018,태안,6월,수산물,기타,100,g,-,-,1.1,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.6,36,50,29,31,34,26,12,58,48,19,13,17,30,55,68,15,41,24,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1224,N000674-ZZ-AVG,N000674,수산물,품목대표,틸라피아,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.8,5.2,0,-,-,-,-,수('2018),국립수산과학원
1225,N000674-65-AVG,N000674,수산물,품목대표,틸라피아,2018,청평,평균,수산물,어류,100,g,126,74.6,19.3,4.7,-,0.2,0,35,1.1,15,-,5,15,0.05,0.18,3.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
1226,N000674-63-07,N000674,수산물,품목대표,틸라피아,2018,진해,7월,수산물,어류,100,g,-,-,19.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.4,925,1683,1711,625,792,779,225,1028,408,1580,764,245,1267,1833,2973,833,695,614,500,-,-,-,-,-,-,-,수('2018),국립수산과학원
1227,N000675-72-05,N000675,수산물,품목대표,팔완향오징어,2018,포항,5월,수산물,두족류,100,g,66,83.9,14.1,0.6,-,0.001,-,18,2.9,-,0.02,0,-,0,0,0,-,10.1,476,855,786,309,415,494,197,452,217,782,310,604,643,1032,1586,36,428,483,0,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
1228,N000676-33-07,N000676,수산물,품목대표,펄닭새우,2018,부산,7월,수산물,갑각류,100,g,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1229,N000676-33-05,N000676,수산물,품목대표,펄닭새우,2018,부산,5월,수산물,갑각류,100,g,61,84.6,13.2,0.6,-,0.001,0,168,1,0,-,0,-,0.01,0.04,2.1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
1230,N000677-25-10,N000677,수산물,품목대표,펄조개,2018,대구,10월,수산물,패류,100,g,74,81.4,9.4,1,-,6,0,266,18.2,15,-,0,15,0.03,0.23,2.1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,수('2018),국립수산과학원
1231,N000678-33-05,N000678,수산물,품목대표,푸렁통구멍,2018,부산,5월,수산물,어류,100,g,76,80.9,17.4,0.2,0.2,0.2,-,19,0.4,0,-,0,0,0.16,0.08,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1232,N000678-33-03,N000678,수산물,품목대표,푸렁통구멍,2018,부산,3월,수산물,어류,100,g,-,-,19.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.2,960,1718,1742,570,827,844,215,1007,382,1537,831,219,1114,1894,3075,747,640,711,199,-,-,-,-,-,-,-,수('2018),국립수산과학원
1233,N000679-ZZ-AVG,N000679,수산물,품목대표,풀가사리,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1234,N000679-70-11,N000679,수산물,품목대표,풀가사리,2018,"통영,알래스카산",11월,수산물,해조류,100,g,-,-,19.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.8,760,1308,1038,318,825,869,225,982,213,1369,506,230,1405,1673,2660,1045,624,1009,752,-,-,-,-,-,-,-,수('2018),국립수산과학원
1235,N000680-33-08,N000680,수산물,품목대표,풀망둑,2018,부산,8월,수산물,어류,100,g,77,81.6,16.4,0.7,-,0.3,0,12,0.9,30,-,9,30,0.06,0.04,2.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,수('2018),국립수산과학원
1236,N000681-33-05,N000681,수산물,품목대표,풀반지,2018,부산,5월,수산물,어류,100,g,167,70.8,16.9,10.1,14.1,0.2,-,118,1.4,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,수('2018),국립수산과학원
1237,N000682-33-02,N000682,수산물,품목대표,풍선군소,2018,부산,2월,수산물,기타,100,g,43,88.4,7.7,0.9,-,0.5,0,117,2.2,0,-,0,0,0.03,0.05,2.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,수('2018),국립수산과학원
1238,N000683-35-12,N000683,수산물,품목대표,피라미,2018,서울(한강),12월,수산물,어류,100,g,105,77.4,18.5,2.8,-,0.2,0,59,1.9,90,-,27,90,0.02,0.14,2.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
1239,N000684-ZZ-AVG,N000684,수산물,품목대표,피뿔고둥,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,698.4,102.3,0,94.2,42.9,359.2,-,수('2018),국립수산과학원
1240,N000684-33-05,N000684,수산물,품목대표,피뿔고둥,2018,부산,5월,수산물,패류,100,g,110,71.7,17.9,0.2,0.2,8,-,77,3.3,30,-,3,30,0.04,0.25,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,수('2018),국립수산과학원
1241,N000684-10-06,N000684,수산물,품목대표,피뿔고둥,2018,기장,6월,수산물,패류,100,g,-,-,15.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,487,1138,957,420,500,662,147,599,246,1189,481,211,912,1117,2454,796,562,610,599,-,-,-,-,-,-,-,수('2018),국립수산과학원
1242,N000685-ZZ-AVG,N000685,수산물,품목대표,피조개,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,824.4,22.8,0,139.7,41.9,494.6,-,수('2018),국립수산과학원
1243,N000685-70-05,N000685,수산물,품목대표,피조개,2018,"통영,알래스카산",5월,수산물,패류,100,g,-,-,11.1,-,1.5,-,-,-,-,-,-,-,-,-,-,-,-,9,376,676,655,153,355,427,176,405,326,686,306,16,547,981,1490,645,381,438,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1244,N000685-70-03,N000685,수산물,품목대표,피조개,2018,"통영,알래스카산",3월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1245,N000685-33-05,N000685,수산물,품목대표,피조개,2018,부산,5월,수산물,패류,100,g,66,82.6,11.6,0.6,-,2.7,0,36,3.7,140,-,33,140,0.17,0.2,2.8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,수('2018),국립수산과학원
1246,N000686-70-03,N000686,수산물,품목대표,피조개-내장,2018,"통영,알래스카산",3월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,1.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1247,N000687-ZZ-AVG,N000687,수산물,품목대표,학공치,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.4,3.6,0,-,-,-,-,수('2018),국립수산과학원
1248,N000687-33-04,N000687,수산물,품목대표,학공치,2018,부산,4월,수산물,어류,100,g,-,-,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.1,904,1499,1735,552,785,844,203,1028,695,1096,599,198,1122,1460,2954,982,616,679,214,-,-,-,-,-,-,-,수('2018),국립수산과학원
1249,N000687-33-02,N000687,수산물,품목대표,학공치,2018,부산,2월,수산물,어류,100,g,-,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1250,N000687-08-05,N000687,수산물,품목대표,학공치,2018,군산,5월,수산물,어류,100,g,94,78.7,17.8,1.7,-,0.7,-,20,3.5,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
1251,N000688-33-03,N000688,수산물,품목대표,해마,2018,부산,3월,수산물,기타,100,g,-,-,-,-,-,-,-,-,-,-,1.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1252,N000689-33-06,N000689,수산물,품목대표,해삼,2018,부산,6월,수산물,기타,100,g,-,-,4.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,142,221,172,82,144,223,39,168,52,292,125,45,231,320,638,532,273,185,18,-,-,-,-,-,-,-,수('2018),국립수산과학원
1253,N000689-33-05,N000689,수산물,품목대표,해삼,2018,부산,5월,수산물,기타,100,g,25,91.2,4.4,0.3,-,0.8,0,83,1.3,0,-,0,0,0.01,0.03,1.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,수('2018),국립수산과학원
1254,N000690-70-05,N000690,수산물,품목대표,해삼-내장,2018,"통영,알래스카산",5월,수산물,기타,100,g,-,-,8.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.7,314,507,538,137,319,348,134,359,187,428,242,20,381,662,1092,426,304,323,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1255,N000691-70-05,N000691,수산물,품목대표,해삼-몸통,2018,"통영,알래스카산",5월,수산물,기타,100,g,-,-,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,100,148,119,28,93,136,53,121,75,193,76,21,161,277,414,313,182,130,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1256,N000692-ZZ-AVG,N000692,수산물,품목대표,해삼-창자젓,2018,전국(대표),평균,수산물,수산가공품,100,g,45,80.1,7.7,1,-,0.8,0,80,4.3,200,-,50,200,0.16,0.46,4.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.4,수('2018),국립수산과학원
1257,N000693-ZZ-AVG,N000693,수산물,품목대표,해파리-염장품,2018,전국(대표),평균,수산물,수산가공품,100,g,35,67.1,4.9,0.5,-,2.4,0,75,5.5,0,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.1,수('2018),국립수산과학원
1258,N000694-ZZ-AVG,N000694,수산물,품목대표,향어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.8,35.5,233.3,-,수('2018),국립수산과학원
1259,N000694-65-AVG,N000694,수산물,품목대표,향어,2018,청평,평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1260,N000694-65-12,N000694,수산물,품목대표,향어,2018,청평,12월,수산물,어류,100,g,-,-,-,-,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1261,N000694-65-08,N000694,수산물,품목대표,향어,2018,청평,8월,수산물,어류,100,g,-,-,18.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.5,703,1382,1545,380,733,783,350,778,579,1083,588,883,1078,1680,2550,49,643,732,365,-,-,-,-,-,-,-,수('2018),국립수산과학원
1262,N000694-27-AVG,N000694,수산물,품목대표,향어,2018,대청댐,평균,수산물,어류,100,g,158,71.5,18.4,8.7,-,0.1,0,23,0.8,57,-,17,57,0.28,0.15,4.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1263,N000695-59-09,N000695,수산물,품목대표,호박돔,2018,제주,9월,수산물,어류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
